# of predictors,i,predictors,fold,f1_score_weighted
6,79,0|1|6|8|9|10,3,0.6469199499687304
6,79,0|1|6|8|9|10,4,0.71406993006993
6,80,1|3|4|7|8|10,0,0.7226824457593689
6,80,1|3|4|7|8|10,1,0.6965811965811965
6,80,1|3|4|7|8|10,2,0.7700326479179793
6,80,1|3|4|7|8|10,3,0.6746093247883651
6,80,1|3|4|7|8|10,4,0.8757126931039972
6,81,0|2|3|5|8|10,0,0.6705483061745051
6,81,0|2|3|5|8|10,1,0.6339587242026267
6,81,0|2|3|5|8|10,2,0.7387100900999689
6,81,0|2|3|5|8|10,3,0.6258019105077929
6,81,0|2|3|5|8|10,4,0.7838933097553787
6,82,0|1|3|5|6|9,0,0.6102083448875085
6,82,0|1|3|5|6|9,1,0.6208726945569051
6,82,0|1|3|5|6|9,2,0.6763019244634242
6,82,0|1|3|5|6|9,3,0.6207086940232288
6,82,0|1|3|5|6|9,4,0.7383376159495564
6,83,2|3|4|5|8|10,0,0.7550489796990308
6,83,2|3|4|5|8|10,1,0.7675213675213675
6,83,2|3|4|5|8|10,2,0.7829999999999999
6,83,2|3|4|5|8|10,3,0.6824111560953665
6,83,2|3|4|5|8|10,4,0.8761341222879685
6,84,3|4|5|6|7|9,0,0.7085518255329577
6,84,3|4|5|6|7|9,1,0.6674190674190674
6,84,3|4|5|6|7|9,2,0.7835897435897436
6,84,3|4|5|6|7|9,3,0.6461538461538462
6,84,3|4|5|6|7|9,4,0.8140000000000002
6,85,1|2|3|6|7|9,0,0.7138742536002811
6,85,1|2|3|6|7|9,1,0.6965185757638588
6,85,1|2|3|6|7|9,2,0.7693401126236946
6,85,1|2|3|6|7|9,3,0.6786069651741293
6,85,1|2|3|6|7|9,4,0.7995151515151515
6,86,0|1|2|4|7|8,0,0.5615661915589818
6,86,0|1|2|4|7|8,1,0.6773858273500193
6,86,0|1|2|4|7|8,2,0.6626731506041851
6,86,0|1|2|4|7|8,3,0.5753846153846155
6,86,0|1|2|4|7|8,4,0.815472027972028
6,87,0|2|4|6|7|9,0,0.7378275058275059
6,87,0|2|4|6|7|9,1,0.593050193050193
6,87,0|2|4|6|7|9,2,0.7249336870026525
6,87,0|2|4|6|7|9,3,0.5936783216783218
6,87,0|2|4|6|7|9,4,0.783076923076923
6,88,0|1|2|6|7|9,0,0.5828440216499919
6,88,0|1|2|6|7|9,1,0.6246153846153847
6,88,0|1|2|6|7|9,2,0.677844180053731
6,88,0|1|2|6|7|9,3,0.7148022987189034
6,88,0|1|2|6|7|9,4,0.7234710261275727
6,89,0|1|4|5|7|9,0,0.6607326007326007
6,89,0|1|4|5|7|9,1,0.647011655011655
6,89,0|1|4|5|7|9,2,0.6621794871794872
6,89,0|1|4|5|7|9,3,0.5896341463414635
6,89,0|1|4|5|7|9,4,0.7083848158475025
6,90,1|2|3|6|8|9,0,0.7038461538461539
6,90,1|2|3|6|8|9,1,0.5814570353463697
6,90,1|2|3|6|8|9,2,0.6761398601398602
6,90,1|2|3|6|8|9,3,0.6936213691431907
6,90,1|2|3|6|8|9,4,0.8002864645500121
6,91,3|4|5|6|8|10,0,0.6785472591924204
6,91,3|4|5|6|8|10,1,0.7541498235166525
6,91,3|4|5|6|8|10,2,0.8627598816278061
6,91,3|4|5|6|8|10,3,0.6245800176834659
6,91,3|4|5|6|8|10,4,0.8473076923076923
6,92,0|4|6|7|8|9,0,0.6487272727272728
6,92,0|4|6|7|8|9,1,0.6943707633362806
6,92,0|4|6|7|8|9,2,0.6437999159310634
6,92,0|4|6|7|8|9,3,0.6148337220192078
6,92,0|4|6|7|8|9,4,0.7652213757947192
6,93,0|1|2|4|5|8,0,0.7068327898516578
6,93,0|1|2|4|5|8,1,0.6952380952380952
6,93,0|1|2|4|5|8,2,0.7389643761669716
6,93,0|1|2|4|5|8,3,0.6884192730346577
6,93,0|1|2|4|5|8,4,0.7215005108743249
6,94,2|4|5|6|8|9,0,0.7702955849584918
6,94,2|4|5|6|8|9,1,0.695333651855391
6,94,2|4|5|6|8|9,2,0.7698887000383793
6,94,2|4|5|6|8|9,3,0.7232080419580419
6,94,2|4|5|6|8|9,4,0.7993050384710847
6,95,0|3|4|6|7|10,0,0.649275253048838
6,95,0|3|4|6|7|10,1,0.7249336870026525
6,95,0|3|4|6|7|10,2,0.5758305141145805
6,95,0|3|4|6|7|10,3,0.6615384615384615
6,95,0|3|4|6|7|10,4,0.7384615384615385
6,96,1|5|6|7|8|9,0,0.7138559115303301
6,96,1|5|6|7|8|9,1,0.7058441558441559
6,96,1|5|6|7|8|9,2,0.69
6,96,1|5|6|7|8|9,3,0.6334065934065934
6,96,1|5|6|7|8|9,4,0.7493226588843098
6,97,0|1|4|7|8|9,0,0.7230769230769231
6,97,0|1|4|7|8|9,1,0.6778730703259005
6,97,0|1|4|7|8|9,2,0.6909940154721939
6,97,0|1|4|7|8|9,3,0.5698426573426575
6,97,0|1|4|7|8|9,4,0.7388361459500157
6,98,1|2|3|8|9|10,0,0.737315875613748
6,98,1|2|3|8|9|10,1,0.7019246579674094
6,98,1|2|3|8|9|10,2,0.8040312421264803
6,98,1|2|3|8|9|10,3,0.7222887169756239
6,98,1|2|3|8|9|10,4,0.8769230769230769
6,99,0|3|5|6|8|10,0,0.7038461538461538
6,99,0|3|5|6|8|10,1,0.6335384615384616
6,99,0|3|5|6|8|10,2,0.7852284338052837
6,99,0|3|5|6|8|10,3,0.5185272045028142
6,99,0|3|5|6|8|10,4,0.801153568853641
6,100,1|3|4|8|9|10,0,0.7491024523282587
6,100,1|3|4|8|9|10,1,0.771312897628687
6,100,1|3|4|8|9|10,2,0.7702955849584918
6,100,1|3|4|8|9|10,3,0.6556578556578556
6,100,1|3|4|8|9|10,4,0.8473076923076923
6,101,1|3|4|6|9|10,0,0.7285236502627807
6,101,1|3|4|6|9|10,1,0.7396683296196241
6,101,1|3|4|6|9|10,2,0.7538461538461538
6,101,1|3|4|6|9|10,3,0.6581666909940155
6,101,1|3|4|6|9|10,4,0.8932576857105158
6,102,0|1|2|3|4|5,0,0.6291654291654291
6,102,0|1|2|3|4|5,1,0.6469921454996082
6,102,0|1|2|3|4|5,2,0.6820133316194428
6,102,0|1|2|3|4|5,3,0.5463720676486634
6,102,0|1|2|3|4|5,4,0.6351648351648351
6,103,0|1|3|6|9|10,0,0.6589999999999999
6,103,0|1|3|6|9|10,1,0.6388705633988653
6,103,0|1|3|6|9|10,2,0.6925990675990675
6,103,0|1|3|6|9|10,3,0.6307692307692307
6,103,0|1|3|6|9|10,4,0.8153846153846154
6,104,0|3|6|8|9|10,0,0.6813953029795122
6,104,0|3|6|8|9|10,1,0.7206848030018762
6,104,0|3|6|8|9|10,2,0.7018004922766826
6,104,0|3|6|8|9|10,3,0.5196083916083916
6,104,0|3|6|8|9|10,4,0.8610573343261356
6,105,4|5|6|8|9|10,0,0.727820624594818
6,105,4|5|6|8|9|10,1,0.6988838612368024
6,105,4|5|6|8|9|10,2,0.6884781884781885
6,105,4|5|6|8|9|10,3,0.6192408689424683
6,105,4|5|6|8|9|10,4,0.7879422636859709
6,106,0|1|3|4|5|6,0,0.7365885010191526
6,106,0|1|3|4|5|6,1,0.660403772472738
6,106,0|1|3|4|5|6,2,0.741981402399571
6,106,0|1|3|4|5|6,3,0.6628054298642533
6,106,0|1|3|4|5|6,4,0.770327320576786
6,107,3|4|6|7|8|9,0,0.7187995071290266
6,107,3|4|6|7|8|9,1,0.6666153846153846
6,107,3|4|6|7|8|9,2,0.6890088469035837
6,107,3|4|6|7|8|9,3,0.6116872793152532
6,107,3|4|6|7|8|9,4,0.8287226001511715
6,108,1|2|3|4|6|10,0,0.6153846153846154
6,108,1|2|3|4|6|10,1,0.7182926829268292
6,108,1|2|3|4|6|10,2,0.7055664335664336
6,108,1|2|3|4|6|10,3,0.5747482119398628
6,108,1|2|3|4|6|10,4,0.646490121899958
6,109,1|2|5|6|7|8,0,0.7088706707754328
6,109,1|2|5|6|7|8,1,0.6970870399441829
6,109,1|2|5|6|7|8,2,0.6690646657884186
6,109,1|2|5|6|7|8,3,0.6605750985257627
6,109,1|2|5|6|7|8,4,0.7701610558753417
6,110,2|3|4|7|9|10,0,0.7661005661005661
6,110,2|3|4|7|9|10,1,0.7846153846153846
6,110,2|3|4|7|9|10,2,0.8142011834319526
6,110,2|3|4|7|9|10,3,0.690244621279104
6,110,2|3|4|7|9|10,4,0.8006949615289154
6,111,0|1|2|3|5|8,0,0.6418745275888134
6,111,0|1|2|3|5|8,1,0.6318201722376294
6,111,0|1|2|3|5|8,2,0.6471626733921816
6,111,0|1|2|3|5|8,3,0.6116758241758241
6,111,0|1|2|3|5|8,4,0.7533799533799533
6,112,0|2|3|5|8|9,0,0.5829408686551544
6,112,0|2|3|5|8|9,1,0.6280000000000001
6,112,0|2|3|5|8|9,2,0.692016317016317
6,112,0|2|3|5|8|9,3,0.5994123794687752
6,112,0|2|3|5|8|9,4,0.7505452402004127
6,113,0|1|4|6|9|10,0,0.5557487288830572
6,113,0|1|4|6|9|10,1,0.6903353057199211
6,113,0|1|4|6|9|10,2,0.661698717948718
6,113,0|1|4|6|9|10,3,0.5923499274657069
6,113,0|1|4|6|9|10,4,0.846822096822097
6,114,0|1|2|4|5|9,0,0.6307692307692307
6,114,0|1|2|4|5|9,1,0.6775442293827296
6,114,0|1|2|4|5|9,2,0.663008613008613
6,114,0|1|2|4|5|9,3,0.580276134122288
6,114,0|1|2|4|5|9,4,0.6304195804195805
6,115,3|4|5|8|9|10,0,0.7361017929438982
6,115,3|4|5|8|9|10,1,0.7222222222222222
6,115,3|4|5|8|9|10,2,0.733847387576337
6,115,3|4|5|8|9|10,3,0.6170247662784977
6,115,3|4|5|8|9|10,4,0.8442390942390942
6,116,1|2|4|7|8|10,0,0.6900677352290255
6,116,1|2|4|7|8|10,1,0.7144361406345513
6,116,1|2|4|7|8|10,2,0.7393703343070432
6,116,1|2|4|7|8|10,3,0.6102083448875085
6,116,1|2|4|7|8|10,4,0.829884364002011
6,117,1|4|5|6|7|10,0,0.6651671914829811
6,117,1|4|5|6|7|10,1,0.7161838161838163
6,117,1|4|5|6|7|10,2,0.7159005628517825
6,117,1|4|5|6|7|10,3,0.7692307692307693
6,117,1|4|5|6|7|10,4,0.8217636022514071
6,118,1|2|3|5|6|7,0,0.6644787644787645
6,118,1|2|3|5|6|7,1,0.6437692307692309
6,118,1|2|3|5|6|7,2,0.781727085175361
6,118,1|2|3|5|6|7,3,0.69
6,118,1|2|3|5|6|7,4,0.7527769527769528
6,119,0|2|5|7|9|10,0,0.5103313840155946
6,119,0|2|5|7|9|10,1,0.593089430894309
6,119,0|2|5|7|9|10,2,0.646490121899958
6,119,0|2|5|7|9|10,3,0.6259578259578259
6,119,0|2|5|7|9|10,4,0.8342525399129174
6,120,0|2|4|5|8|9,0,0.6694693668290183
6,120,0|2|4|5|8|9,1,0.5936783216783218
6,120,0|2|4|5|8|9,2,0.6918706293706294
6,120,0|2|4|5|8|9,3,0.6281939542129237
6,120,0|2|4|5|8|9,4,0.6760019737924228
6,121,0|2|5|7|9|10,0,0.5103313840155946
6,121,0|2|5|7|9|10,1,0.593089430894309
6,121,0|2|5|7|9|10,2,0.646490121899958
6,121,0|2|5|7|9|10,3,0.6259578259578259
6,121,0|2|5|7|9|10,4,0.8342525399129174
6,122,0|1|4|6|9|10,0,0.5557487288830572
6,122,0|1|4|6|9|10,1,0.6903353057199211
6,122,0|1|4|6|9|10,2,0.661698717948718
6,122,0|1|4|6|9|10,3,0.5923499274657069
6,122,0|1|4|6|9|10,4,0.846822096822097
6,123,0|3|7|8|9|10,0,0.6153846153846154
6,123,0|3|7|8|9|10,1,0.6784138189418887
6,123,0|3|7|8|9|10,2,0.7705618102157396
6,123,0|3|7|8|9|10,3,0.6305944055944055
6,123,0|3|7|8|9|10,4,0.8112863880305741
6,124,0|2|4|5|7|9,0,0.6623443223443224
6,124,0|2|4|5|7|9,1,0.5721190686707929
6,124,0|2|4|5|7|9,2,0.7097857024808564
6,124,0|2|4|5|7|9,3,0.571198706446079
6,124,0|2|4|5|7|9,4,0.6607326007326007
6,125,1|2|3|4|5|8,0,0.7230769230769231
6,125,1|2|3|4|5|8,1,0.7748439200412394
6,125,1|2|3|4|5|8,2,0.7526739926739927
6,125,1|2|3|4|5|8,3,0.7276004180387672
6,125,1|2|3|4|5|8,4,0.781727085175361
6,126,0|4|6|8|9|10,0,0.6784138189418887
6,126,0|4|6|8|9|10,1,0.7448231093800713
6,126,0|4|6|8|9|10,2,0.6468341559906087
6,126,0|4|6|8|9|10,3,0.5446628842855257
6,126,0|4|6|8|9|10,4,0.8769230769230769
6,127,0|3|7|8|9|10,0,0.6153846153846154
6,127,0|3|7|8|9|10,1,0.6784138189418887
6,127,0|3|7|8|9|10,2,0.7705618102157396
6,127,0|3|7|8|9|10,3,0.6305944055944055
6,127,0|3|7|8|9|10,4,0.8112863880305741
6,128,1|2|3|5|9|10,0,0.7230769230769231
6,128,1|2|3|5|9|10,1,0.7430055176890621
6,128,1|2|3|5|9|10,2,0.7564852301694406
6,128,1|2|3|5|9|10,3,0.7540792540792541
6,128,1|2|3|5|9|10,4,0.7538461538461538
6,129,1|2|5|6|7|8,0,0.7088706707754328
6,129,1|2|5|6|7|8,1,0.6970870399441829
6,129,1|2|5|6|7|8,2,0.6690646657884186
6,129,1|2|5|6|7|8,3,0.6605750985257627
6,129,1|2|5|6|7|8,4,0.7701610558753417
6,130,1|3|6|7|9|10,0,0.7192307692307693
6,130,1|3|6|7|9|10,1,0.6693306693306693
6,130,1|3|6|7|9|10,2,0.7731468531468532
6,130,1|3|6|7|9|10,3,0.7536130536130536
6,130,1|3|6|7|9|10,4,0.8176823176823177
6,131,0|1|4|7|8|9,0,0.7230769230769231
6,131,0|1|4|7|8|9,1,0.6778730703259005
6,131,0|1|4|7|8|9,2,0.6909940154721939
6,131,0|1|4|7|8|9,3,0.5698426573426575
6,131,0|1|4|7|8|9,4,0.7388361459500157
6,132,1|2|3|4|6|9,0,0.729091179091179
6,132,1|2|3|4|6|9,1,0.7527769527769528
6,132,1|2|3|4|6|9,2,0.7072768027991908
6,132,1|2|3|4|6|9,3,0.6834350834350834
6,132,1|2|3|4|6|9,4,0.7691214258378437
6,133,1|2|3|4|6|9,0,0.729091179091179
6,133,1|2|3|4|6|9,1,0.7527769527769528
6,133,1|2|3|4|6|9,2,0.7072768027991908
6,133,1|2|3|4|6|9,3,0.6834350834350834
6,133,1|2|3|4|6|9,4,0.7691214258378437
6,134,0|2|5|7|8|10,0,0.6732969547614857
6,134,0|2|5|7|8|10,1,0.6475802856755238
6,134,0|2|5|7|8|10,2,0.6923076923076923
6,134,0|2|5|7|8|10,3,0.6051282051282051
6,134,0|2|5|7|8|10,4,0.860899572101828
6,135,1|3|5|7|9|10,0,0.7398290598290598
6,135,1|3|5|7|9|10,1,0.7230769230769231
6,135,1|3|5|7|9|10,2,0.7570019723865877
6,135,1|3|5|7|9|10,3,0.6610576923076923
6,135,1|3|5|7|9|10,4,0.8083055626762369
6,136,4|5|6|8|9|10,0,0.727820624594818
6,136,4|5|6|8|9|10,1,0.6988838612368024
6,136,4|5|6|8|9|10,2,0.6884781884781885
6,136,4|5|6|8|9|10,3,0.6192408689424683
6,136,4|5|6|8|9|10,4,0.7879422636859709
6,137,1|2|3|5|6|8,0,0.7230769230769231
6,137,1|2|3|5|6|8,1,0.6180112570356473
6,137,1|2|3|5|6|8,2,0.7380869309730614
6,137,1|2|3|5|6|8,3,0.7339175592340149
6,137,1|2|3|5|6|8,4,0.8297931340469191
6,138,0|2|3|4|5|9,0,0.6119917818031025
6,138,0|2|3|4|5|9,1,0.6649425287356322
6,138,0|2|3|4|5|9,2,0.7254826254826255
6,138,0|2|3|4|5|9,3,0.5638694638694638
6,138,0|2|3|4|5|9,4,0.7061687897508794
6,139,0|1|2|3|4|5,0,0.6291654291654291
6,139,0|1|2|3|4|5,1,0.6469921454996082
6,139,0|1|2|3|4|5,2,0.6820133316194428
6,139,0|1|2|3|4|5,3,0.5463720676486634
6,139,0|1|2|3|4|5,4,0.6351648351648351
6,140,0|1|3|5|6|10,0,0.6281418770982338
6,140,0|1|3|5|6|10,1,0.7081109866500174
6,140,0|1|3|5|6|10,2,0.7217582417582417
6,140,0|1|3|5|6|10,3,0.6615384615384615
6,140,0|1|3|5|6|10,4,0.7527769527769528
6,141,0|2|3|5|6|10,0,0.525110710185337
6,141,0|2|3|5|6|10,1,0.7081109866500174
6,141,0|2|3|5|6|10,2,0.7990496555001189
6,141,0|2|3|5|6|10,3,0.6173956762192057
6,141,0|2|3|5|6|10,4,0.7506385506385506
6,142,0|3|5|6|8|10,0,0.7038461538461538
6,142,0|3|5|6|8|10,1,0.6335384615384616
6,142,0|3|5|6|8|10,2,0.7852284338052837
6,142,0|3|5|6|8|10,3,0.5185272045028142
6,142,0|3|5|6|8|10,4,0.801153568853641
6,143,0|2|3|5|8|10,0,0.6705483061745051
6,143,0|2|3|5|8|10,1,0.6339587242026267
6,143,0|2|3|5|8|10,2,0.7387100900999689
6,143,0|2|3|5|8|10,3,0.6258019105077929
6,143,0|2|3|5|8|10,4,0.7838933097553787
6,144,1|5|6|7|8|10,0,0.7786324786324786
6,144,1|5|6|7|8|10,1,0.6846486846486847
6,144,1|5|6|7|8|10,2,0.7092207139265962
6,144,1|5|6|7|8|10,3,0.6790723175612697
6,144,1|5|6|7|8|10,4,0.8102564102564104
6,145,0|5|6|7|8|10,0,0.7782608695652173
6,145,0|5|6|7|8|10,1,0.6684766214177978
6,145,0|5|6|7|8|10,2,0.6539230769230769
6,145,0|5|6|7|8|10,3,0.49490425186627723
6,145,0|5|6|7|8|10,4,0.7565783054155146
6,146,3|5|6|7|8|10,0,0.6671597633136095
6,146,3|5|6|7|8|10,1,0.6438265488964311
6,146,3|5|6|7|8|10,2,0.798954248366013
6,146,3|5|6|7|8|10,3,0.5988636363636363
6,146,3|5|6|7|8|10,4,0.8435170030914712
6,147,2|3|4|6|8|10,0,0.5680473372781065
6,147,2|3|4|6|8|10,1,0.7399995887566055
6,147,2|3|4|6|8|10,2,0.7375527426160338
6,147,2|3|4|6|8|10,3,0.600952380952381
6,147,2|3|4|6|8|10,4,0.8130177514792898
6,148,0|4|6|7|8|9,0,0.6487272727272728
6,148,0|4|6|7|8|9,1,0.6943707633362806
6,148,0|4|6|7|8|9,2,0.6437999159310634
6,148,0|4|6|7|8|9,3,0.6148337220192078
6,148,0|4|6|7|8|9,4,0.7652213757947192
6,149,1|2|3|7|8|9,0,0.7037962037962039
6,149,1|2|3|7|8|9,1,0.6887833364176589
6,149,1|2|3|7|8|9,2,0.7538461538461538
6,149,1|2|3|7|8|9,3,0.6569997052755674
6,149,1|2|3|7|8|9,4,0.7501538461538463
6,150,0|1|3|6|8|10,0,0.4687344913151365
6,150,0|1|3|6|8|10,1,0.632051282051282
6,150,0|1|3|6|8|10,2,0.6625018245511605
6,150,0|1|3|6|8|10,3,0.6674233545123682
6,150,0|1|3|6|8|10,4,0.8145827145827145
6,151,1|2|5|6|9|10,0,0.6355029585798816
6,151,1|2|5|6|9|10,1,0.6650980392156863
6,151,1|2|5|6|9|10,2,0.680290967409359
6,151,1|2|5|6|9|10,3,0.7384615384615385
6,151,1|2|5|6|9|10,4,0.7872960372960373
6,152,0|1|6|8|9|10,0,0.6445211287046714
6,152,0|1|6|8|9|10,1,0.6664878827913947
6,152,0|1|6|8|9|10,2,0.6952380952380952
6,152,0|1|6|8|9|10,3,0.6469199499687304
6,152,0|1|6|8|9|10,4,0.71406993006993
6,153,0|3|4|5|6|7,0,0.6738173146248128
6,153,0|3|4|5|6|7,1,0.7373462358536985
6,153,0|3|4|5|6|7,2,0.7114604183116955
6,153,0|3|4|5|6|7,3,0.6577817531305903
6,153,0|3|4|5|6|7,4,0.7536130536130536
6,154,1|3|4|7|8|9,0,0.726923076923077
6,154,1|3|4|7|8|9,1,0.7059733103037031
6,154,1|3|4|7|8|9,2,0.7836798336798337
6,154,1|3|4|7|8|9,3,0.6413916772965078
6,154,1|3|4|7|8|9,4,0.766825133169139
6,155,0|1|2|5|7|9,0,0.6159313323492429
6,155,0|1|2|5|7|9,1,0.6610567800321121
6,155,0|1|2|5|7|9,2,0.5857996600690827
6,155,0|1|2|5|7|9,3,0.5694117647058824
6,155,0|1|2|5|7|9,4,0.7238651291782221
6,156,1|2|4|6|7|9,0,0.8029404557706445
6,156,1|2|4|6|7|9,1,0.7498875393612237
6,156,1|2|4|6|7|9,2,0.751370468611848
6,156,1|2|4|6|7|9,3,0.6461538461538462
6,156,1|2|4|6|7|9,4,0.8317453274915422
6,157,2|4|5|6|7|9,0,0.832
6,157,2|4|5|6|7|9,1,0.6556910569105692
6,157,2|4|5|6|7|9,2,0.7217582417582417
6,157,2|4|5|6|7|9,3,0.6605750985257627
6,157,2|4|5|6|7|9,4,0.8024242424242424
6,158,0|2|4|5|8|9,0,0.6694693668290183
6,158,0|2|4|5|8|9,1,0.5936783216783218
6,158,0|2|4|5|8|9,2,0.6918706293706294
6,158,0|2|4|5|8|9,3,0.6281939542129237
6,158,0|2|4|5|8|9,4,0.6760019737924228
6,159,2|3|4|6|9|10,0,0.8039462866538779
6,159,2|3|4|6|9|10,1,0.7575384615384616
6,159,2|3|4|6|9|10,2,0.7697902097902098
6,159,2|3|4|6|9|10,3,0.6179432351919879
6,159,2|3|4|6|9|10,4,0.8311794871794872
6,160,0|1|4|5|6|8,0,0.6764603264961345
6,160,0|1|4|5|6|8,1,0.6777062937062938
6,160,0|1|4|5|6|8,2,0.7083848158475025
6,160,0|1|4|5|6|8,3,0.6756206756206756
6,160,0|1|4|5|6|8,4,0.706858928669335
6,161,1|2|3|6|7|8,0,0.6575828682980694
6,161,1|2|3|6|7|8,1,0.5600422832980972
6,161,1|2|3|6|7|8,2,0.7538461538461538
6,161,1|2|3|6|7|8,3,0.6784582488075004
6,161,1|2|3|6|7|8,4,0.768787088902446
6,162,0|1|4|7|8|9,0,0.7230769230769231
6,162,0|1|4|7|8|9,1,0.6778730703259005
6,162,0|1|4|7|8|9,2,0.6909940154721939
6,162,0|1|4|7|8|9,3,0.5698426573426575
6,162,0|1|4|7|8|9,4,0.7388361459500157
6,163,1|5|7|8|9|10,0,0.6747737556561085
6,163,1|5|7|8|9|10,1,0.7363333556881942
6,163,1|5|7|8|9|10,2,0.615
6,163,1|5|7|8|9|10,3,0.6339587242026267
6,163,1|5|7|8|9|10,4,0.7326854565002001
6,164,1|2|3|5|6|7,0,0.6644787644787645
6,164,1|2|3|5|6|7,1,0.6437692307692309
6,164,1|2|3|5|6|7,2,0.781727085175361
6,164,1|2|3|5|6|7,3,0.69
6,164,1|2|3|5|6|7,4,0.7527769527769528
6,165,0|1|2|4|6|9,0,0.7085256867152804
6,165,0|1|2|4|6|9,1,0.6569997052755674
6,165,0|1|2|4|6|9,2,0.7554966106690244
6,165,0|1|2|4|6|9,3,0.6207317073170733
6,165,0|1|2|4|6|9,4,0.7369530253452387
6,166,1|2|3|7|8|10,0,0.7113184298538989
6,166,1|2|3|7|8|10,1,0.6718552036199095
6,166,1|2|3|7|8|10,2,0.7556923076923078
6,166,1|2|3|7|8|10,3,0.7358392860421984
6,166,1|2|3|7|8|10,4,0.8446408663799968
6,167,2|4|5|7|8|9,0,0.7285236502627807
6,167,2|4|5|7|8|9,1,0.7182975754404326
6,167,2|4|5|7|8|9,2,0.749112426035503
6,167,2|4|5|7|8|9,3,0.6605769230769232
6,167,2|4|5|7|8|9,4,0.7372547473034528
6,168,0|3|4|5|9|10,0,0.7107822410147991
6,168,0|3|4|5|9|10,1,0.6590209790209789
6,168,0|3|4|5|9|10,2,0.706858928669335
6,168,0|3|4|5|9|10,3,0.6735551864367947
6,168,0|3|4|5|9|10,4,0.8266529201748859
6,169,1|3|4|5|6|8,0,0.6754323349042652
6,169,1|3|4|5|6|8,1,0.7559724828017509
6,169,1|3|4|5|6|8,2,0.7373377159961071
6,169,1|3|4|5|6|8,3,0.7379587007561051
6,169,1|3|4|5|6|8,4,0.798846431146359
6,170,0|3|6|8|9|10,0,0.6813953029795122
6,170,0|3|6|8|9|10,1,0.7206848030018762
6,170,0|3|6|8|9|10,2,0.7018004922766826
6,170,0|3|6|8|9|10,3,0.5196083916083916
6,170,0|3|6|8|9|10,4,0.8610573343261356
6,171,1|2|3|5|6|8,0,0.7230769230769231
6,171,1|2|3|5|6|8,1,0.6180112570356473
6,171,1|2|3|5|6|8,2,0.7380869309730614
6,171,1|2|3|5|6|8,3,0.7339175592340149
6,171,1|2|3|5|6|8,4,0.8297931340469191
6,172,0|4|5|6|8|10,0,0.6
6,172,0|4|5|6|8|10,1,0.7313846153846154
6,172,0|4|5|6|8|10,2,0.6873594242015295
6,172,0|4|5|6|8|10,3,0.6184012066365008
6,172,0|4|5|6|8|10,4,0.7258620689655173
6,173,1|2|5|6|7|8,0,0.7088706707754328
6,173,1|2|5|6|7|8,1,0.6970870399441829
6,173,1|2|5|6|7|8,2,0.6690646657884186
6,173,1|2|5|6|7|8,3,0.6605750985257627
6,173,1|2|5|6|7|8,4,0.7701610558753417
6,174,0|2|4|6|8|10,0,0.5051282051282051
6,174,0|2|4|6|8|10,1,0.6651671914829811
6,174,0|2|4|6|8|10,2,0.6915750915750918
6,174,0|2|4|6|8|10,3,0.5520475996666473
6,174,0|2|4|6|8|10,4,0.7498875393612237
6,175,2|3|4|5|7|10,0,0.7846153846153846
6,175,2|3|4|5|7|10,1,0.7623514696685427
6,175,2|3|4|5|7|10,2,0.8098461538461538
6,175,2|3|4|5|7|10,3,0.6999566471264584
6,175,2|3|4|5|7|10,4,0.8598639455782313
6,176,0|1|3|5|8|10,0,0.6808191808191809
6,176,0|1|3|5|8|10,1,0.623301227074812
6,176,0|1|3|5|8|10,2,0.8002864645500121
6,176,0|1|3|5|8|10,3,0.5543464665415885
6,176,0|1|3|5|8|10,4,0.73958536092697
6,177,0|1|3|4|5|10,0,0.6605769230769232
6,177,0|1|3|4|5|10,1,0.6644621638524078
6,177,0|1|3|4|5|10,2,0.7367216769925252
6,177,0|1|3|4|5|10,3,0.609
6,177,0|1|3|4|5|10,4,0.751370468611848
6,178,1|2|3|7|9|10,0,0.7074374900461857
6,178,1|2|3|7|9|10,1,0.7149068322981366
6,178,1|2|3|7|9|10,2,0.8017642734623868
6,178,1|2|3|7|9|10,3,0.7226835664335663
6,178,1|2|3|7|9|10,4,0.8133355017075948
6,179,2|5|7|8|9|10,0,0.7114207221350077
6,179,2|5|7|8|9|10,1,0.6923076923076923
6,179,2|5|7|8|9|10,2,0.6983596114030897
6,179,2|5|7|8|9|10,3,0.6527425308041207
6,179,2|5|7|8|9|10,4,0.7965811965811966
6,180,1|2|5|6|8|9,0,0.7862307692307693
6,180,1|2|5|6|8|9,1,0.6162446249402771
6,180,1|2|5|6|8|9,2,0.6787865343020354
6,180,1|2|5|6|8|9,3,0.6764638346727899
6,180,1|2|5|6|8|9,4,0.7538461538461538
6,181,1|3|5|6|7|8,0,0.7230769230769231
6,181,1|3|5|6|7|8,1,0.6752317449991868
6,181,1|3|5|6|7|8,2,0.7365594405594406
6,181,1|3|5|6|7|8,3,0.737218780269386
6,181,1|3|5|6|7|8,4,0.7660363220476011
6,182,1|2|4|7|9|10,0,0.6621379613188996
6,182,1|2|4|7|9|10,1,0.7090410742807565
6,182,1|2|4|7|9|10,2,0.7403636363636363
6,182,1|2|4|7|9|10,3,0.6924533799533801
6,182,1|2|4|7|9|10,4,0.7867335562987736
6,183,2|3|6|8|9|10,0,0.7403096903096903
6,183,2|3|6|8|9|10,1,0.6474358974358975
6,183,2|3|6|8|9|10,2,0.7092207139265962
6,183,2|3|6|8|9|10,3,0.6305944055944055
