# of predictors,i,predictors,fold,accuracy
4,75,1|5|6|9,3,0.6703296703296703
4,75,1|5|6|9,4,0.7692307692307693
4,76,0|1|2|4,0,0.6483516483516484
4,76,0|1|2|4,1,0.5934065934065934
4,76,0|1|2|4,2,0.6483516483516484
4,76,0|1|2|4,3,0.5274725274725275
4,76,0|1|2|4,4,0.6703296703296703
4,77,0|3|6|7,0,0.6263736263736264
4,77,0|3|6|7,1,0.5714285714285714
4,77,0|3|6|7,2,0.6263736263736264
4,77,0|3|6|7,3,0.6263736263736264
4,77,0|3|6|7,4,0.7802197802197802
4,78,0|5|9|10,0,0.5604395604395604
4,78,0|5|9|10,1,0.6043956043956044
4,78,0|5|9|10,2,0.6593406593406593
4,78,0|5|9|10,3,0.5274725274725275
4,78,0|5|9|10,4,0.6813186813186813
4,79,0|1|2|6,0,0.6153846153846154
4,79,0|1|2|6,1,0.5054945054945055
4,79,0|1|2|6,2,0.7032967032967034
4,79,0|1|2|6,3,0.5494505494505495
4,79,0|1|2|6,4,0.6593406593406593
4,80,2|4|7|10,0,0.5934065934065934
4,80,2|4|7|10,1,0.6263736263736264
4,80,2|4|7|10,2,0.7252747252747253
4,80,2|4|7|10,3,0.6593406593406593
4,80,2|4|7|10,4,0.8351648351648352
4,81,0|3|8|10,0,0.4945054945054945
4,81,0|3|8|10,1,0.6593406593406593
4,81,0|3|8|10,2,0.6263736263736264
4,81,0|3|8|10,3,0.6593406593406593
4,81,0|3|8|10,4,0.7802197802197802
4,82,5|6|9|10,0,0.6153846153846154
4,82,5|6|9|10,1,0.6263736263736264
4,82,5|6|9|10,2,0.7252747252747253
4,82,5|6|9|10,3,0.5494505494505495
4,82,5|6|9|10,4,0.7142857142857143
4,83,0|3|5|9,0,0.6373626373626373
4,83,0|3|5|9,1,0.6703296703296703
4,83,0|3|5|9,2,0.7472527472527473
4,83,0|3|5|9,3,0.5824175824175825
4,83,0|3|5|9,4,0.7472527472527473
4,84,4|6|7|8,0,0.6483516483516484
4,84,4|6|7|8,1,0.6703296703296703
4,84,4|6|7|8,2,0.6923076923076923
4,84,4|6|7|8,3,0.6153846153846154
4,84,4|6|7|8,4,0.8461538461538461
4,85,1|2|3|5,0,0.6703296703296703
4,85,1|2|3|5,1,0.6813186813186813
4,85,1|2|3|5,2,0.7032967032967034
4,85,1|2|3|5,3,0.6483516483516484
4,85,1|2|3|5,4,0.7362637362637363
4,86,0|1|3|7,0,0.6373626373626373
4,86,0|1|3|7,1,0.6043956043956044
4,86,0|1|3|7,2,0.7032967032967034
4,86,0|1|3|7,3,0.6923076923076923
4,86,0|1|3|7,4,0.7692307692307693
4,87,1|6|7|9,0,0.6593406593406593
4,87,1|6|7|9,1,0.6923076923076923
4,87,1|6|7|9,2,0.7032967032967034
4,87,1|6|7|9,3,0.6703296703296703
4,87,1|6|7|9,4,0.7802197802197802
4,88,0|5|6|10,0,0.5824175824175825
4,88,0|5|6|10,1,0.6923076923076923
4,88,0|5|6|10,2,0.7142857142857143
4,88,0|5|6|10,3,0.6263736263736264
4,88,0|5|6|10,4,0.7142857142857143
4,89,1|4|5|10,0,0.6373626373626373
4,89,1|4|5|10,1,0.6263736263736264
4,89,1|4|5|10,2,0.7252747252747253
4,89,1|4|5|10,3,0.6373626373626373
4,89,1|4|5|10,4,0.7912087912087912
4,90,3|8|9|10,0,0.7032967032967034
4,90,3|8|9|10,1,0.7032967032967034
4,90,3|8|9|10,2,0.7032967032967034
4,90,3|8|9|10,3,0.5494505494505495
4,90,3|8|9|10,4,0.8351648351648352
4,91,3|5|9|10,0,0.6703296703296703
4,91,3|5|9|10,1,0.6813186813186813
4,91,3|5|9|10,2,0.7912087912087912
4,91,3|5|9|10,3,0.5934065934065934
4,91,3|5|9|10,4,0.8241758241758241
4,92,1|5|7|10,0,0.6703296703296703
4,92,1|5|7|10,1,0.7032967032967034
4,92,1|5|7|10,2,0.6263736263736264
4,92,1|5|7|10,3,0.7252747252747253
4,92,1|5|7|10,4,0.7252747252747253
4,93,1|6|9|10,0,0.6373626373626373
4,93,1|6|9|10,1,0.6593406593406593
4,93,1|6|9|10,2,0.7362637362637363
4,93,1|6|9|10,3,0.6043956043956044
4,93,1|6|9|10,4,0.7582417582417582
4,94,3|5|6|7,0,0.6923076923076923
4,94,3|5|6|7,1,0.6153846153846154
4,94,3|5|6|7,2,0.7472527472527473
4,94,3|5|6|7,3,0.6153846153846154
4,94,3|5|6|7,4,0.7802197802197802
4,95,6|8|9|10,0,0.7032967032967034
4,95,6|8|9|10,1,0.6593406593406593
4,95,6|8|9|10,2,0.7362637362637363
4,95,6|8|9|10,3,0.5714285714285714
4,95,6|8|9|10,4,0.7582417582417582
4,96,0|3|6|8,0,0.6483516483516484
4,96,0|3|6|8,1,0.6043956043956044
4,96,0|3|6|8,2,0.6703296703296703
4,96,0|3|6|8,3,0.5934065934065934
4,96,0|3|6|8,4,0.7912087912087912
4,97,2|3|5|8,0,0.7142857142857143
4,97,2|3|5|8,1,0.6813186813186813
4,97,2|3|5|8,2,0.7582417582417582
4,97,2|3|5|8,3,0.7252747252747253
4,97,2|3|5|8,4,0.8131868131868132
4,98,1|3|4|8,0,0.7252747252747253
4,98,1|3|4|8,1,0.7252747252747253
4,98,1|3|4|8,2,0.6703296703296703
4,98,1|3|4|8,3,0.6923076923076923
4,98,1|3|4|8,4,0.7912087912087912
4,99,0|1|2|9,0,0.6153846153846154
4,99,0|1|2|9,1,0.6263736263736264
4,99,0|1|2|9,2,0.6593406593406593
4,99,0|1|2|9,3,0.6593406593406593
4,99,0|1|2|9,4,0.7582417582417582
4,100,0|1|7|10,0,0.6483516483516484
4,100,0|1|7|10,1,0.6593406593406593
4,100,0|1|7|10,2,0.7032967032967034
4,100,0|1|7|10,3,0.6703296703296703
4,100,0|1|7|10,4,0.7362637362637363
4,101,5|7|8|10,0,0.7472527472527473
4,101,5|7|8|10,1,0.6923076923076923
4,101,5|7|8|10,2,0.6373626373626373
4,101,5|7|8|10,3,0.5054945054945055
4,101,5|7|8|10,4,0.7472527472527473
4,102,0|2|6|8,0,0.6593406593406593
4,102,0|2|6|8,1,0.5494505494505495
4,102,0|2|6|8,2,0.6813186813186813
4,102,0|2|6|8,3,0.6263736263736264
4,102,0|2|6|8,4,0.7472527472527473
4,103,6|8|9|10,0,0.7032967032967034
4,103,6|8|9|10,1,0.6593406593406593
4,103,6|8|9|10,2,0.7362637362637363
4,103,6|8|9|10,3,0.5714285714285714
4,103,6|8|9|10,4,0.7582417582417582
4,104,0|1|3|8,0,0.5934065934065934
4,104,0|1|3|8,1,0.6043956043956044
4,104,0|1|3|8,2,0.6483516483516484
4,104,0|1|3|8,3,0.6373626373626373
4,104,0|1|3|8,4,0.7802197802197802
4,105,3|6|8|9,0,0.7032967032967034
4,105,3|6|8|9,1,0.6593406593406593
4,105,3|6|8|9,2,0.6923076923076923
4,105,3|6|8|9,3,0.6373626373626373
4,105,3|6|8|9,4,0.7362637362637363
4,106,0|2|3|8,0,0.6263736263736264
4,106,0|2|3|8,1,0.6263736263736264
4,106,0|2|3|8,2,0.6483516483516484
4,106,0|2|3|8,3,0.6703296703296703
4,106,0|2|3|8,4,0.7472527472527473
4,107,1|3|6|10,0,0.6043956043956044
4,107,1|3|6|10,1,0.6923076923076923
4,107,1|3|6|10,2,0.6483516483516484
4,107,1|3|6|10,3,0.5824175824175825
4,107,1|3|6|10,4,0.7032967032967034
4,108,0|4|5|7,0,0.6373626373626373
4,108,0|4|5|7,1,0.6373626373626373
4,108,0|4|5|7,2,0.6043956043956044
4,108,0|4|5|7,3,0.6153846153846154
4,108,0|4|5|7,4,0.7802197802197802
4,109,2|3|5|8,0,0.7142857142857143
4,109,2|3|5|8,1,0.6813186813186813
4,109,2|3|5|8,2,0.7582417582417582
4,109,2|3|5|8,3,0.7252747252747253
4,109,2|3|5|8,4,0.8131868131868132
4,110,3|5|6|8,0,0.7362637362637363
4,110,3|5|6|8,1,0.6153846153846154
4,110,3|5|6|8,2,0.8131868131868132
4,110,3|5|6|8,3,0.5604395604395604
4,110,3|5|6|8,4,0.7802197802197802
4,111,5|7|8|10,0,0.7472527472527473
4,111,5|7|8|10,1,0.6923076923076923
4,111,5|7|8|10,2,0.6373626373626373
4,111,5|7|8|10,3,0.5054945054945055
4,111,5|7|8|10,4,0.7472527472527473
4,112,1|2|7|8,0,0.6593406593406593
4,112,1|2|7|8,1,0.6483516483516484
4,112,1|2|7|8,2,0.6703296703296703
4,112,1|2|7|8,3,0.6153846153846154
4,112,1|2|7|8,4,0.7912087912087912
4,113,0|1|4|7,0,0.6153846153846154
4,113,0|1|4|7,1,0.6153846153846154
4,113,0|1|4|7,2,0.7032967032967034
4,113,0|1|4|7,3,0.6153846153846154
4,113,0|1|4|7,4,0.7692307692307693
4,114,1|2|4|5,0,0.7362637362637363
4,114,1|2|4|5,1,0.7032967032967034
4,114,1|2|4|5,2,0.7362637362637363
4,114,1|2|4|5,3,0.5934065934065934
4,114,1|2|4|5,4,0.7362637362637363
4,115,6|7|8|9,0,0.6703296703296703
4,115,6|7|8|9,1,0.6483516483516484
4,115,6|7|8|9,2,0.6483516483516484
4,115,6|7|8|9,3,0.5494505494505495
4,115,6|7|8|9,4,0.6593406593406593
4,116,0|5|6|10,0,0.5824175824175825
4,116,0|5|6|10,1,0.6923076923076923
4,116,0|5|6|10,2,0.7142857142857143
4,116,0|5|6|10,3,0.6263736263736264
4,116,0|5|6|10,4,0.7142857142857143
4,117,0|1|4|9,0,0.6813186813186813
4,117,0|1|4|9,1,0.6263736263736264
4,117,0|1|4|9,2,0.7032967032967034
4,117,0|1|4|9,3,0.6703296703296703
4,117,0|1|4|9,4,0.7912087912087912
4,118,0|1|5|9,0,0.6483516483516484
4,118,0|1|5|9,1,0.6813186813186813
4,118,0|1|5|9,2,0.6813186813186813
4,118,0|1|5|9,3,0.5824175824175825
4,118,0|1|5|9,4,0.6923076923076923
4,119,1|2|6|8,0,0.6923076923076923
4,119,1|2|6|8,1,0.6043956043956044
4,119,1|2|6|8,2,0.7032967032967034
4,119,1|2|6|8,3,0.6373626373626373
4,119,1|2|6|8,4,0.7912087912087912
4,120,5|6|8|10,0,0.7142857142857143
4,120,5|6|8|10,1,0.6263736263736264
4,120,5|6|8|10,2,0.7692307692307693
4,120,5|6|8|10,3,0.5274725274725275
4,120,5|6|8|10,4,0.7472527472527473
4,121,0|3|6|10,0,0.5274725274725275
4,121,0|3|6|10,1,0.6593406593406593
4,121,0|3|6|10,2,0.5824175824175825
4,121,0|3|6|10,3,0.5824175824175825
4,121,0|3|6|10,4,0.6703296703296703
4,122,1|2|7|8,0,0.6593406593406593
4,122,1|2|7|8,1,0.6483516483516484
4,122,1|2|7|8,2,0.6703296703296703
4,122,1|2|7|8,3,0.6153846153846154
4,122,1|2|7|8,4,0.7912087912087912
4,123,0|1|4|8,0,0.6593406593406593
4,123,0|1|4|8,1,0.6373626373626373
4,123,0|1|4|8,2,0.7582417582417582
4,123,0|1|4|8,3,0.5934065934065934
4,123,0|1|4|8,4,0.7692307692307693
4,124,2|4|6|8,0,0.7142857142857143
4,124,2|4|6|8,1,0.6593406593406593
4,124,2|4|6|8,2,0.7362637362637363
4,124,2|4|6|8,3,0.5384615384615384
4,124,2|4|6|8,4,0.7912087912087912
4,125,0|6|7|10,0,0.4835164835164835
4,125,0|6|7|10,1,0.6373626373626373
4,125,0|6|7|10,2,0.6813186813186813
4,125,0|6|7|10,3,0.5824175824175825
4,125,0|6|7|10,4,0.6813186813186813
4,126,1|6|7|8,0,0.6923076923076923
4,126,1|6|7|8,1,0.5824175824175825
4,126,1|6|7|8,2,0.7142857142857143
4,126,1|6|7|8,3,0.6593406593406593
4,126,1|6|7|8,4,0.7802197802197802
4,127,0|1|3|8,0,0.5934065934065934
4,127,0|1|3|8,1,0.6043956043956044
4,127,0|1|3|8,2,0.6483516483516484
4,127,0|1|3|8,3,0.6373626373626373
4,127,0|1|3|8,4,0.7802197802197802
4,128,1|4|7|10,0,0.5714285714285714
4,128,1|4|7|10,1,0.6593406593406593
4,128,1|4|7|10,2,0.7142857142857143
4,128,1|4|7|10,3,0.6593406593406593
4,128,1|4|7|10,4,0.8131868131868132
4,129,2|8|9|10,0,0.7362637362637363
4,129,2|8|9|10,1,0.6813186813186813
4,129,2|8|9|10,2,0.6813186813186813
4,129,2|8|9|10,3,0.6923076923076923
4,129,2|8|9|10,4,0.7912087912087912
4,130,0|3|6|10,0,0.5274725274725275
4,130,0|3|6|10,1,0.6593406593406593
4,130,0|3|6|10,2,0.5824175824175825
4,130,0|3|6|10,3,0.5824175824175825
4,130,0|3|6|10,4,0.6703296703296703
4,131,0|3|8|9,0,0.6813186813186813
4,131,0|3|8|9,1,0.6593406593406593
4,131,0|3|8|9,2,0.6263736263736264
4,131,0|3|8|9,3,0.5934065934065934
4,131,0|3|8|9,4,0.7692307692307693
4,132,3|4|6|8,0,0.6923076923076923
4,132,3|4|6|8,1,0.6593406593406593
4,132,3|4|6|8,2,0.6483516483516484
4,132,3|4|6|8,3,0.6483516483516484
4,132,3|4|6|8,4,0.8131868131868132
4,133,2|3|4|8,0,0.7362637362637363
4,133,2|3|4|8,1,0.7362637362637363
4,133,2|3|4|8,2,0.7142857142857143
4,133,2|3|4|8,3,0.7142857142857143
4,133,2|3|4|8,4,0.7472527472527473
4,134,1|2|3|8,0,0.6813186813186813
4,134,1|2|3|8,1,0.7032967032967034
4,134,1|2|3|8,2,0.6593406593406593
4,134,1|2|3|8,3,0.6703296703296703
4,134,1|2|3|8,4,0.8131868131868132
4,135,0|1|3|5,0,0.6153846153846154
4,135,0|1|3|5,1,0.6153846153846154
4,135,0|1|3|5,2,0.7362637362637363
4,135,0|1|3|5,3,0.6153846153846154
4,135,0|1|3|5,4,0.7252747252747253
4,136,3|6|8|10,0,0.5274725274725275
4,136,3|6|8|10,1,0.6703296703296703
4,136,3|6|8|10,2,0.6813186813186813
4,136,3|6|8|10,3,0.6263736263736264
4,136,3|6|8|10,4,0.8351648351648352
4,137,0|2|7|10,0,0.5384615384615384
4,137,0|2|7|10,1,0.6153846153846154
4,137,0|2|7|10,2,0.7252747252747253
4,137,0|2|7|10,3,0.6813186813186813
4,137,0|2|7|10,4,0.8241758241758241
4,138,0|6|8|10,0,0.4945054945054945
4,138,0|6|8|10,1,0.6483516483516484
4,138,0|6|8|10,2,0.7362637362637363
4,138,0|6|8|10,3,0.5604395604395604
4,138,0|6|8|10,4,0.7472527472527473
4,139,5|6|8|9,0,0.6923076923076923
4,139,5|6|8|9,1,0.6373626373626373
4,139,5|6|8|9,2,0.7362637362637363
4,139,5|6|8|9,3,0.5274725274725275
4,139,5|6|8|9,4,0.7032967032967034
4,140,1|3|5|9,0,0.7032967032967034
4,140,1|3|5|9,1,0.7362637362637363
4,140,1|3|5|9,2,0.7032967032967034
4,140,1|3|5|9,3,0.6923076923076923
4,140,1|3|5|9,4,0.7362637362637363
4,141,1|3|6|8,0,0.6923076923076923
4,141,1|3|6|8,1,0.6153846153846154
4,141,1|3|6|8,2,0.7032967032967034
4,141,1|3|6|8,3,0.7142857142857143
4,141,1|3|6|8,4,0.8131868131868132
4,142,2|4|8|9,0,0.7032967032967034
4,142,2|4|8|9,1,0.6593406593406593
4,142,2|4|8|9,2,0.7802197802197802
4,142,2|4|8|9,3,0.5934065934065934
4,142,2|4|8|9,4,0.7912087912087912
4,143,3|4|6|8,0,0.6923076923076923
4,143,3|4|6|8,1,0.6593406593406593
4,143,3|4|6|8,2,0.6483516483516484
4,143,3|4|6|8,3,0.6483516483516484
4,143,3|4|6|8,4,0.8131868131868132
4,144,1|2|5|7,0,0.6703296703296703
4,144,1|2|5|7,1,0.6813186813186813
4,144,1|2|5|7,2,0.6483516483516484
4,144,1|2|5|7,3,0.7032967032967034
4,144,1|2|5|7,4,0.7692307692307693
4,145,2|4|5|7,0,0.6923076923076923
4,145,2|4|5|7,1,0.6593406593406593
4,145,2|4|5|7,2,0.7582417582417582
4,145,2|4|5|7,3,0.6593406593406593
4,145,2|4|5|7,4,0.7582417582417582
4,146,0|4|5|7,0,0.6373626373626373
4,146,0|4|5|7,1,0.6373626373626373
4,146,0|4|5|7,2,0.6043956043956044
4,146,0|4|5|7,3,0.6153846153846154
4,146,0|4|5|7,4,0.7802197802197802
4,147,0|1|5|6,0,0.7142857142857143
4,147,0|1|5|6,1,0.5934065934065934
4,147,0|1|5|6,2,0.6593406593406593
4,147,0|1|5|6,3,0.6263736263736264
4,147,0|1|5|6,4,0.7032967032967034
4,148,4|5|9|10,0,0.5494505494505495
4,148,4|5|9|10,1,0.6593406593406593
4,148,4|5|9|10,2,0.6153846153846154
4,148,4|5|9|10,3,0.6373626373626373
4,148,4|5|9|10,4,0.7472527472527473
4,149,0|4|7|9,0,0.6703296703296703
4,149,0|4|7|9,1,0.6263736263736264
4,149,0|4|7|9,2,0.6483516483516484
4,149,0|4|7|9,3,0.6373626373626373
4,149,0|4|7|9,4,0.7582417582417582
4,150,1|2|4|5,0,0.7362637362637363
4,150,1|2|4|5,1,0.7032967032967034
4,150,1|2|4|5,2,0.7362637362637363
4,150,1|2|4|5,3,0.5934065934065934
4,150,1|2|4|5,4,0.7362637362637363
4,151,1|4|5|10,0,0.6373626373626373
4,151,1|4|5|10,1,0.6263736263736264
4,151,1|4|5|10,2,0.7252747252747253
4,151,1|4|5|10,3,0.6373626373626373
4,151,1|4|5|10,4,0.7912087912087912
4,152,3|7|8|10,0,0.6703296703296703
4,152,3|7|8|10,1,0.6483516483516484
4,152,3|7|8|10,2,0.6813186813186813
4,152,3|7|8|10,3,0.6263736263736264
4,152,3|7|8|10,4,0.8131868131868132
4,153,3|4|5|10,0,0.6593406593406593
4,153,3|4|5|10,1,0.6813186813186813
4,153,3|4|5|10,2,0.8131868131868132
4,153,3|4|5|10,3,0.7362637362637363
4,153,3|4|5|10,4,0.8131868131868132
4,154,1|4|5|9,0,0.6703296703296703
4,154,1|4|5|9,1,0.7582417582417582
4,154,1|4|5|9,2,0.6923076923076923
4,154,1|4|5|9,3,0.6263736263736264
4,154,1|4|5|9,4,0.7252747252747253
4,155,3|6|7|9,0,0.6813186813186813
4,155,3|6|7|9,1,0.6703296703296703
4,155,3|6|7|9,2,0.7692307692307693
4,155,3|6|7|9,3,0.6813186813186813
4,155,3|6|7|9,4,0.7142857142857143
4,156,0|3|5|8,0,0.5824175824175825
4,156,0|3|5|8,1,0.5824175824175825
4,156,0|3|5|8,2,0.6923076923076923
4,156,0|3|5|8,3,0.5934065934065934
4,156,0|3|5|8,4,0.7802197802197802
4,157,0|2|5|8,0,0.6923076923076923
4,157,0|2|5|8,1,0.6483516483516484
4,157,0|2|5|8,2,0.7142857142857143
4,157,0|2|5|8,3,0.6703296703296703
4,157,0|2|5|8,4,0.7582417582417582
4,158,4|5|8|10,0,0.7362637362637363
4,158,4|5|8|10,1,0.6923076923076923
4,158,4|5|8|10,2,0.7472527472527473
4,158,4|5|8|10,3,0.6483516483516484
4,158,4|5|8|10,4,0.7912087912087912
4,159,4|5|7|9,0,0.6483516483516484
4,159,4|5|7|9,1,0.6263736263736264
4,159,4|5|7|9,2,0.6593406593406593
4,159,4|5|7|9,3,0.6153846153846154
4,159,4|5|7|9,4,0.7582417582417582
4,160,4|5|7|10,0,0.5824175824175825
4,160,4|5|7|10,1,0.6483516483516484
4,160,4|5|7|10,2,0.6153846153846154
4,160,4|5|7|10,3,0.5714285714285714
4,160,4|5|7|10,4,0.7362637362637363
4,161,0|4|9|10,0,0.5934065934065934
4,161,0|4|9|10,1,0.6593406593406593
4,161,0|4|9|10,2,0.6483516483516484
4,161,0|4|9|10,3,0.5824175824175825
4,161,0|4|9|10,4,0.7802197802197802
4,162,2|3|7|10,0,0.6813186813186813
4,162,2|3|7|10,1,0.6923076923076923
4,162,2|3|7|10,2,0.7142857142857143
4,162,2|3|7|10,3,0.7582417582417582
4,162,2|3|7|10,4,0.8241758241758241
4,163,0|1|2|6,0,0.6153846153846154
4,163,0|1|2|6,1,0.5054945054945055
4,163,0|1|2|6,2,0.7032967032967034
4,163,0|1|2|6,3,0.5494505494505495
4,163,0|1|2|6,4,0.6593406593406593
4,164,1|5|7|10,0,0.6703296703296703
4,164,1|5|7|10,1,0.7032967032967034
4,164,1|5|7|10,2,0.6263736263736264
4,164,1|5|7|10,3,0.7252747252747253
4,164,1|5|7|10,4,0.7252747252747253
4,165,3|4|5|8,0,0.6593406593406593
4,165,3|4|5|8,1,0.6923076923076923
4,165,3|4|5|8,2,0.7802197802197802
4,165,3|4|5|8,3,0.7362637362637363
4,165,3|4|5|8,4,0.7692307692307693
4,166,0|2|4|6,0,0.6483516483516484
4,166,0|2|4|6,1,0.5604395604395604
4,166,0|2|4|6,2,0.7142857142857143
4,166,0|2|4|6,3,0.5164835164835165
4,166,0|2|4|6,4,0.7252747252747253
4,167,1|7|8|9,0,0.6373626373626373
4,167,1|7|8|9,1,0.7252747252747253
4,167,1|7|8|9,2,0.6263736263736264
4,167,1|7|8|9,3,0.6373626373626373
4,167,1|7|8|9,4,0.7032967032967034
4,168,1|5|7|10,0,0.6703296703296703
4,168,1|5|7|10,1,0.7032967032967034
4,168,1|5|7|10,2,0.6263736263736264
4,168,1|5|7|10,3,0.7252747252747253
4,168,1|5|7|10,4,0.7252747252747253
4,169,3|5|9|10,0,0.6703296703296703
4,169,3|5|9|10,1,0.6813186813186813
4,169,3|5|9|10,2,0.7912087912087912
4,169,3|5|9|10,3,0.5934065934065934
4,169,3|5|9|10,4,0.8241758241758241
4,170,2|5|6|10,0,0.6373626373626373
4,170,2|5|6|10,1,0.6703296703296703
4,170,2|5|6|10,2,0.7362637362637363
4,170,2|5|6|10,3,0.6263736263736264
4,170,2|5|6|10,4,0.7912087912087912
4,171,2|4|7|10,0,0.5934065934065934
4,171,2|4|7|10,1,0.6263736263736264
4,171,2|4|7|10,2,0.7252747252747253
4,171,2|4|7|10,3,0.6593406593406593
4,171,2|4|7|10,4,0.8351648351648352
4,172,3|7|8|10,0,0.6703296703296703
4,172,3|7|8|10,1,0.6483516483516484
4,172,3|7|8|10,2,0.6813186813186813
4,172,3|7|8|10,3,0.6263736263736264
4,172,3|7|8|10,4,0.8131868131868132
4,173,0|1|7|9,0,0.6593406593406593
4,173,0|1|7|9,1,0.6043956043956044
4,173,0|1|7|9,2,0.6593406593406593
4,173,0|1|7|9,3,0.6703296703296703
4,173,0|1|7|9,4,0.7142857142857143
4,174,1|4|6|9,0,0.7472527472527473
4,174,1|4|6|9,1,0.7032967032967034
4,174,1|4|6|9,2,0.7032967032967034
4,174,1|4|6|9,3,0.6263736263736264
4,174,1|4|6|9,4,0.8021978021978022
4,175,2|4|7|10,0,0.5934065934065934
4,175,2|4|7|10,1,0.6263736263736264
4,175,2|4|7|10,2,0.7252747252747253
4,175,2|4|7|10,3,0.6593406593406593
4,175,2|4|7|10,4,0.8351648351648352
4,176,1|3|4|9,0,0.7142857142857143
4,176,1|3|4|9,1,0.7252747252747253
4,176,1|3|4|9,2,0.7142857142857143
4,176,1|3|4|9,3,0.7252747252747253
4,176,1|3|4|9,4,0.8131868131868132
4,177,5|7|8|10,0,0.7472527472527473
4,177,5|7|8|10,1,0.6923076923076923
4,177,5|7|8|10,2,0.6373626373626373
4,177,5|7|8|10,3,0.5054945054945055
4,177,5|7|8|10,4,0.7472527472527473
4,178,1|2|3|10,0,0.5934065934065934
4,178,1|2|3|10,1,0.7252747252747253
4,178,1|2|3|10,2,0.6593406593406593
4,178,1|2|3|10,3,0.5824175824175825
4,178,1|2|3|10,4,0.6483516483516484
4,179,3|5|7|10,0,0.7032967032967034
4,179,3|5|7|10,1,0.6373626373626373
4,179,3|5|7|10,2,0.7472527472527473
4,179,3|5|7|10,3,0.5824175824175825
4,179,3|5|7|10,4,0.8021978021978022
4,180,3|5|6|9,0,0.6923076923076923
4,180,3|5|6|9,1,0.6043956043956044
4,180,3|5|6|9,2,0.7802197802197802
4,180,3|5|6|9,3,0.6373626373626373
4,180,3|5|6|9,4,0.8131868131868132
4,181,3|5|9|10,0,0.6703296703296703
4,181,3|5|9|10,1,0.6813186813186813
4,181,3|5|9|10,2,0.7912087912087912
4,181,3|5|9|10,3,0.5934065934065934
4,181,3|5|9|10,4,0.8241758241758241
4,182,1|2|5|10,0,0.6373626373626373
4,182,1|2|5|10,1,0.7032967032967034
4,182,1|2|5|10,2,0.7362637362637363
4,182,1|2|5|10,3,0.6263736263736264
4,182,1|2|5|10,4,0.7472527472527473
4,183,0|3|4|6,0,0.6813186813186813
4,183,0|3|4|6,1,0.6703296703296703
4,183,0|3|4|6,2,0.6153846153846154
4,183,0|3|4|6,3,0.5494505494505495
4,183,0|3|4|6,4,0.6923076923076923
4,184,0|2|3|5,0,0.6373626373626373
4,184,0|2|3|5,1,0.6483516483516484
4,184,0|2|3|5,2,0.7362637362637363
4,184,0|2|3|5,3,0.6483516483516484
4,184,0|2|3|5,4,0.7252747252747253
4,185,1|2|8|10,0,0.5714285714285714
4,185,1|2|8|10,1,0.6373626373626373
4,185,1|2|8|10,2,0.7142857142857143
4,185,1|2|8|10,3,0.6593406593406593
4,185,1|2|8|10,4,0.8021978021978022
4,186,0|5|6|8,0,0.6813186813186813
4,186,0|5|6|8,1,0.6593406593406593
4,186,0|5|6|8,2,0.7142857142857143
4,186,0|5|6|8,3,0.5384615384615384
4,186,0|5|6|8,4,0.6593406593406593
4,187,0|2|6|9,0,0.6153846153846154
4,187,0|2|6|9,1,0.6263736263736264
4,187,0|2|6|9,2,0.6923076923076923
4,187,0|2|6|9,3,0.6593406593406593
4,187,0|2|6|9,4,0.7472527472527473
4,188,3|5|6|9,0,0.6923076923076923
4,188,3|5|6|9,1,0.6043956043956044
4,188,3|5|6|9,2,0.7802197802197802
4,188,3|5|6|9,3,0.6373626373626373
4,188,3|5|6|9,4,0.8131868131868132
4,189,0|5|8|10,0,0.6923076923076923
4,189,0|5|8|10,1,0.6153846153846154
4,189,0|5|8|10,2,0.6923076923076923
4,189,0|5|8|10,3,0.5164835164835165
4,189,0|5|8|10,4,0.6923076923076923
4,190,2|5|6|9,0,0.7362637362637363
4,190,2|5|6|9,1,0.6483516483516484
4,190,2|5|6|9,2,0.7032967032967034
4,190,2|5|6|9,3,0.7472527472527473
4,190,2|5|6|9,4,0.7582417582417582
4,191,0|1|6|8,0,0.6153846153846154
4,191,0|1|6|8,1,0.5714285714285714
4,191,0|1|6|8,2,0.6923076923076923
4,191,0|1|6|8,3,0.6373626373626373
4,191,0|1|6|8,4,0.7912087912087912
4,192,0|5|7|9,0,0.6153846153846154
4,192,0|5|7|9,1,0.6263736263736264
4,192,0|5|7|9,2,0.6373626373626373
4,192,0|5|7|9,3,0.46153846153846156
4,192,0|5|7|9,4,0.6483516483516484
4,193,0|3|6|8,0,0.6483516483516484
4,193,0|3|6|8,1,0.6043956043956044
4,193,0|3|6|8,2,0.6703296703296703
4,193,0|3|6|8,3,0.5934065934065934
4,193,0|3|6|8,4,0.7912087912087912
4,194,4|7|8|9,0,0.6813186813186813
4,194,4|7|8|9,1,0.7032967032967034
4,194,4|7|8|9,2,0.6593406593406593
4,194,4|7|8|9,3,0.7032967032967034
4,194,4|7|8|9,4,0.7692307692307693
4,195,2|3|8|10,0,0.5714285714285714
4,195,2|3|8|10,1,0.6923076923076923
4,195,2|3|8|10,2,0.6813186813186813
4,195,2|3|8|10,3,0.7032967032967034
4,195,2|3|8|10,4,0.8351648351648352
4,196,0|4|7|9,0,0.6703296703296703
4,196,0|4|7|9,1,0.6263736263736264
4,196,0|4|7|9,2,0.6483516483516484
4,196,0|4|7|9,3,0.6373626373626373
4,196,0|4|7|9,4,0.7582417582417582
