# of predictors,i,predictors,fold,tn|fp|fn|tp
4,87,1|6|7|9,0,19|16|15|41
4,87,1|6|7|9,1,20|21|7|43
4,87,1|6|7|9,2,28|13|14|36
4,87,1|6|7|9,3,32|17|13|29
4,87,1|6|7|9,4,27|6|14|44
4,88,0|5|6|10,0,12|27|11|41
4,88,0|5|6|10,1,21|16|12|42
4,88,0|5|6|10,2,23|20|6|42
4,88,0|5|6|10,3,42|11|23|15
4,88,0|5|6|10,4,29|7|19|36
4,89,1|4|5|10,0,20|13|20|38
4,89,1|4|5|10,1,12|17|17|45
4,89,1|4|5|10,2,26|13|12|40
4,89,1|4|5|10,3,30|19|14|28
4,89,1|4|5|10,4,24|10|9|48
4,90,3|8|9|10,0,18|7|20|46
4,90,3|8|9|10,1,16|12|15|48
4,90,3|8|9|10,2,24|9|18|40
4,90,3|8|9|10,3,32|11|30|18
4,90,3|8|9|10,4,24|8|7|52
4,91,3|5|9|10,0,13|18|12|48
4,91,3|5|9|10,1,21|8|21|41
4,91,3|5|9|10,2,29|7|12|43
4,91,3|5|9|10,3,36|9|28|18
4,91,3|5|9|10,4,26|6|10|49
4,92,1|5|7|10,0,19|14|16|42
4,92,1|5|7|10,1,16|17|10|48
4,92,1|5|7|10,2,22|15|19|35
4,92,1|5|7|10,3,34|11|14|32
4,92,1|5|7|10,4,23|6|19|43
4,93,1|6|9|10,0,20|12|21|38
4,93,1|6|9|10,1,14|22|9|46
4,93,1|6|9|10,2,29|6|18|38
4,93,1|6|9|10,3,33|16|20|22
4,93,1|6|9|10,4,24|6|16|45
4,94,3|5|6|7,0,15|21|7|48
4,94,3|5|6|7,1,19|19|16|37
4,94,3|5|6|7,2,27|17|6|41
4,94,3|5|6|7,3,40|9|26|16
4,94,3|5|6|7,4,27|10|10|44
4,95,6|8|9|10,0,11|17|10|53
4,95,6|8|9|10,1,14|17|14|46
4,95,6|8|9|10,2,26|6|18|41
4,95,6|8|9|10,3,26|16|23|26
4,95,6|8|9|10,4,24|4|18|45
4,96,0|3|6|8,0,19|16|16|40
4,96,0|3|6|8,1,13|27|9|42
4,96,0|3|6|8,2,30|17|13|31
4,96,0|3|6|8,3,38|18|19|16
4,96,0|3|6|8,4,33|12|7|39
4,97,2|3|5|8,0,13|17|9|52
4,97,2|3|5|8,1,21|12|17|41
4,97,2|3|5|8,2,28|14|8|41
4,97,2|3|5|8,3,42|6|19|24
4,97,2|3|5|8,4,27|14|3|47
4,98,1|3|4|8,0,22|7|18|44
4,98,1|3|4|8,1,23|9|16|43
4,98,1|3|4|8,2,24|19|11|37
4,98,1|3|4|8,3,36|16|12|27
4,98,1|3|4|8,4,30|13|6|42
4,99,0|1|2|9,0,22|15|20|34
4,99,0|1|2|9,1,21|22|12|36
4,99,0|1|2|9,2,31|17|14|29
4,99,0|1|2|9,3,40|19|12|20
4,99,0|1|2|9,4,36|8|14|33
4,100,0|1|7|10,0,23|12|20|36
4,100,0|1|7|10,1,17|22|9|43
4,100,0|1|7|10,2,28|15|12|36
4,100,0|1|7|10,3,36|18|12|25
4,100,0|1|7|10,4,31|5|19|36
4,101,5|7|8|10,0,16|13|10|52
4,101,5|7|8|10,1,18|10|18|45
4,101,5|7|8|10,2,24|10|23|34
4,101,5|7|8|10,3,29|9|36|17
4,101,5|7|8|10,4,20|7|16|48
4,102,0|2|6|8,0,27|8|23|33
4,102,0|2|6|8,1,10|32|9|40
4,102,0|2|6|8,2,32|15|14|30
4,102,0|2|6|8,3,40|16|18|17
4,102,0|2|6|8,4,30|14|9|38
4,103,6|8|9|10,0,11|17|10|53
4,103,6|8|9|10,1,14|17|14|46
4,103,6|8|9|10,2,26|6|18|41
4,103,6|8|9|10,3,26|16|23|26
4,103,6|8|9|10,4,24|4|18|45
4,104,0|1|3|8,0,18|16|21|36
4,104,0|1|3|8,1,19|20|16|36
4,104,0|1|3|8,2,29|18|14|30
4,104,0|1|3|8,3,38|19|14|20
4,104,0|1|3|8,4,33|13|7|38
4,105,3|6|8|9,0,16|14|13|48
4,105,3|6|8|9,1,18|17|14|42
4,105,3|6|8|9,2,25|14|14|38
4,105,3|6|8|9,3,37|10|23|21
4,105,3|6|8|9,4,28|9|15|39
4,106,0|2|3|8,0,24|8|26|33
4,106,0|2|3|8,1,21|18|16|36
4,106,0|2|3|8,2,31|17|15|28
4,106,0|2|3|8,3,44|13|17|17
4,106,0|2|3|8,4,31|17|6|37
4,107,1|3|6|10,0,19|12|24|36
4,107,1|3|6|10,1,14|23|5|49
4,107,1|3|6|10,2,26|12|20|33
4,107,1|3|6|10,3,25|29|9|28
4,107,1|3|6|10,4,27|9|18|37
4,108,0|4|5|7,0,21|19|14|37
4,108,0|4|5|7,1,22|14|19|36
4,108,0|4|5|7,2,27|24|12|28
4,108,0|4|5|7,3,38|15|20|18
4,108,0|4|5|7,4,32|10|10|39
4,109,2|3|5|8,0,13|17|9|52
4,109,2|3|5|8,1,21|12|17|41
4,109,2|3|5|8,2,28|14|8|41
4,109,2|3|5|8,3,42|6|19|24
4,109,2|3|5|8,4,27|14|3|47
4,110,3|5|6|8,0,15|18|6|52
4,110,3|5|6|8,1,17|17|18|39
4,110,3|5|6|8,2,31|10|7|43
4,110,3|5|6|8,3,34|13|27|17
4,110,3|5|6|8,4,28|10|10|43
4,111,5|7|8|10,0,16|13|10|52
4,111,5|7|8|10,1,18|10|18|45
4,111,5|7|8|10,2,24|10|23|34
4,111,5|7|8|10,3,29|9|36|17
4,111,5|7|8|10,4,20|7|16|48
4,112,1|2|7|8,0,19|10|21|41
4,112,1|2|7|8,1,21|17|15|38
4,112,1|2|7|8,2,26|15|15|35
4,112,1|2|7|8,3,26|22|13|30
4,112,1|2|7|8,4,28|9|10|44
4,113,0|1|4|7,0,25|13|22|31
4,113,0|1|4|7,1,21|19|16|35
4,113,0|1|4|7,2,32|19|8|32
4,113,0|1|4|7,3,36|22|13|20
4,113,0|1|4|7,4,35|9|12|35
4,114,1|2|4|5,0,20|15|9|47
4,114,1|2|4|5,1,22|13|14|42
4,114,1|2|4|5,2,28|18|6|39
4,114,1|2|4|5,3,33|21|16|21
4,114,1|2|4|5,4,28|14|10|39
4,115,6|7|8|9,0,14|17|13|47
4,115,6|7|8|9,1,19|17|15|40
4,115,6|7|8|9,2,23|15|17|36
4,115,6|7|8|9,3,30|12|29|20
4,115,6|7|8|9,4,25|6|25|35
4,116,0|5|6|10,0,12|27|11|41
4,116,0|5|6|10,1,21|16|12|42
4,116,0|5|6|10,2,23|20|6|42
4,116,0|5|6|10,3,42|11|23|15
4,116,0|5|6|10,4,29|7|19|36
4,117,0|1|4|9,0,23|15|14|39
4,117,0|1|4|9,1,20|18|16|37
4,117,0|1|4|9,2,34|15|12|30
4,117,0|1|4|9,3,43|15|15|18
4,117,0|1|4|9,4,36|8|11|36
4,118,0|1|5|9,0,19|22|10|40
4,118,0|1|5|9,1,22|17|12|40
4,118,0|1|5|9,2,30|17|12|32
4,118,0|1|5|9,3,38|16|22|15
4,118,0|1|5|9,4,31|9|19|32
4,119,1|2|6|8,0,23|8|20|40
4,119,1|2|6|8,1,13|27|9|42
4,119,1|2|6|8,2,28|13|14|36
4,119,1|2|6|8,3,32|20|13|26
4,119,1|2|6|8,4,27|12|7|45
4,120,5|6|8|10,0,13|18|8|52
4,120,5|6|8|10,1,13|17|17|44
4,120,5|6|8|10,2,24|10|11|46
4,120,5|6|8|10,3,32|10|33|16
4,120,5|6|8|10,4,24|5|18|44
4,121,0|3|6|10,0,19|16|27|29
4,121,0|3|6|10,1,16|23|8|44
4,121,0|3|6|10,2,29|15|23|24
4,121,0|3|6|10,3,33|25|13|20
4,121,0|3|6|10,4,30|11|19|31
4,122,1|2|7|8,0,19|10|21|41
4,122,1|2|7|8,1,21|17|15|38
4,122,1|2|7|8,2,26|15|15|35
4,122,1|2|7|8,3,26|22|13|30
4,122,1|2|7|8,4,28|9|10|44
4,123,0|1|4|8,0,26|9|22|34
4,123,0|1|4|8,1,23|13|20|35
4,123,0|1|4|8,2,36|12|10|33
4,123,0|1|4|8,3,35|21|16|19
4,123,0|1|4|8,4,30|15|6|40
4,124,2|4|6|8,0,22|8|18|43
4,124,2|4|6|8,1,20|15|16|40
4,124,2|4|6|8,2,28|15|9|39
4,124,2|4|6|8,3,31|20|22|18
4,124,2|4|6|8,4,26|15|4|46
4,125,0|6|7|10,0,15|21|26|29
4,125,0|6|7|10,1,12|28|5|46
4,125,0|6|7|10,2,27|16|13|35
4,125,0|6|7|10,3,40|13|25|13
4,125,0|6|7|10,4,29|6|23|33
4,126,1|6|7|8,0,19|13|15|44
4,126,1|6|7|8,1,11|28|10|42
4,126,1|6|7|8,2,28|12|14|37
4,126,1|6|7|8,3,37|10|21|23
4,126,1|6|7|8,4,27|7|13|44
4,127,0|1|3|8,0,18|16|21|36
4,127,0|1|3|8,1,19|20|16|36
4,127,0|1|3|8,2,29|18|14|30
4,127,0|1|3|8,3,38|19|14|20
4,127,0|1|3|8,4,33|13|7|38
4,128,1|4|7|10,0,19|11|28|33
4,128,1|4|7|10,1,17|15|16|43
4,128,1|4|7|10,2,24|15|11|41
4,128,1|4|7|10,3,30|19|12|30
4,128,1|4|7|10,4,28|5|12|46
4,129,2|8|9|10,0,18|7|17|49
4,129,2|8|9|10,1,16|14|15|46
4,129,2|8|9|10,2,24|9|20|38
4,129,2|8|9|10,3,33|10|18|30
4,129,2|8|9|10,4,25|6|13|47
4,130,0|3|6|10,0,19|16|27|29
4,130,0|3|6|10,1,16|23|8|44
4,130,0|3|6|10,2,29|15|23|24
4,130,0|3|6|10,3,33|25|13|20
4,130,0|3|6|10,4,30|11|19|31
4,131,0|3|8|9,0,21|12|17|41
4,131,0|3|8|9,1,22|14|17|38
4,131,0|3|8|9,2,25|20|14|32
4,131,0|3|8|9,3,41|11|26|13
4,131,0|3|8|9,4,31|12|9|39
4,132,3|4|6|8,0,13|17|11|50
4,132,3|4|6|8,1,19|14|17|41
4,132,3|4|6|8,2,22|21|11|37
4,132,3|4|6|8,3,37|14|18|22
4,132,3|4|6|8,4,33|9|8|41
4,133,2|3|4|8,0,20|7|17|47
4,133,2|3|4|8,1,23|9|15|44
4,133,2|3|4|8,2,27|17|9|38
4,133,2|3|4|8,3,41|11|15|24
4,133,2|3|4|8,4,29|16|7|39
4,134,1|2|3|8,0,20|8|21|42
4,134,1|2|3|8,1,21|16|11|43
4,134,1|2|3|8,2,24|18|13|36
4,134,1|2|3|8,3,35|18|12|26
4,134,1|2|3|8,4,32|11|6|42
4,135,0|1|3|5,0,16|24|11|40
4,135,0|1|3|5,1,26|14|21|30
4,135,0|1|3|5,2,35|15|9|32
4,135,0|1|3|5,3,40|19|16|16
4,135,0|1|3|5,4,29|17|8|37
4,136,3|6|8|10,0,16|11|32|32
4,136,3|6|8|10,1,13|19|11|48
4,136,3|6|8|10,2,21|14|15|41
4,136,3|6|8|10,3,37|10|24|20
4,136,3|6|8|10,4,25|9|6|51
4,137,0|2|7|10,0,22|11|31|27
4,137,0|2|7|10,1,14|25|10|42
4,137,0|2|7|10,2,30|14|11|36
4,137,0|2|7|10,3,40|14|15|22
4,137,0|2|7|10,4,31|7|9|44
4,138,0|6|8|10,0,23|10|36|22
4,138,0|6|8|10,1,18|18|14|41
4,138,0|6|8|10,2,34|6|18|33
4,138,0|6|8|10,3,41|10|30|10
4,138,0|6|8|10,4,28|8|15|40
4,139,5|6|8|9,0,13|21|7|50
4,139,5|6|8|9,1,13|20|13|45
4,139,5|6|8|9,2,19|19|5|48
4,139,5|6|8|9,3,30|12|31|18
4,139,5|6|8|9,4,26|6|21|38
4,140,1|3|5|9,0,18|17|10|46
4,140,1|3|5|9,1,24|11|13|43
4,140,1|3|5|9,2,30|12|15|34
4,140,1|3|5|9,3,40|10|18|23
4,140,1|3|5|9,4,29|9|15|38
4,141,1|3|6|8,0,20|11|17|43
4,141,1|3|6|8,1,10|28|7|46
4,141,1|3|6|8,2,28|13|14|36
4,141,1|3|6|8,3,37|15|11|28
4,141,1|3|6|8,4,33|7|10|41
4,142,2|4|8|9,0,21|7|20|43
4,142,2|4|8|9,1,22|9|22|38
4,142,2|4|8|9,2,35|6|14|36
4,142,2|4|8|9,3,36|11|26|18
4,142,2|4|8|9,4,30|9|10|42
4,143,3|4|6|8,0,13|17|11|50
4,143,3|4|6|8,1,19|14|17|41
4,143,3|4|6|8,2,22|21|11|37
4,143,3|4|6|8,3,37|14|18|22
4,143,3|4|6|8,4,33|9|8|41
4,144,1|2|5|7,0,21|14|16|40
4,144,1|2|5|7,1,20|19|10|42
4,144,1|2|5|7,2,20|24|8|39
4,144,1|2|5|7,3,43|7|20|21
4,144,1|2|5|7,4,26|11|10|44
4,145,2|4|5|7,0,21|13|15|42
4,145,2|4|5|7,1,22|12|19|38
4,145,2|4|5|7,2,34|12|10|35
4,145,2|4|5|7,3,41|8|23|19
4,145,2|4|5|7,4,26|13|9|43
4,146,0|4|5|7,0,21|19|14|37
4,146,0|4|5|7,1,22|14|19|36
4,146,0|4|5|7,2,27|24|12|28
4,146,0|4|5|7,3,38|15|20|18
4,146,0|4|5|7,4,32|10|10|39
4,147,0|1|5|6,0,23|20|6|42
4,147,0|1|5|6,1,16|27|10|38
4,147,0|1|5|6,2,29|20|11|31
4,147,0|1|5|6,3,42|16|18|15
4,147,0|1|5|6,4,31|11|16|33
4,148,4|5|9|10,0,9|23|18|41
4,148,4|5|9|10,1,18|8|23|42
4,148,4|5|9|10,2,18|19|16|38
4,148,4|5|9|10,3,31|13|20|27
4,148,4|5|9|10,4,24|7|16|44
4,149,0|4|7|9,0,22|15|15|39
4,149,0|4|7|9,1,24|13|21|33
4,149,0|4|7|9,2,26|23|9|33
4,149,0|4|7|9,3,37|16|17|21
4,149,0|4|7|9,4,34|7|15|35
4,150,1|2|4|5,0,20|15|9|47
4,150,1|2|4|5,1,22|13|14|42
4,150,1|2|4|5,2,28|18|6|39
4,150,1|2|4|5,3,33|21|16|21
4,150,1|2|4|5,4,28|14|10|39
4,151,1|4|5|10,0,20|13|20|38
4,151,1|4|5|10,1,12|17|17|45
4,151,1|4|5|10,2,26|13|12|40
4,151,1|4|5|10,3,30|19|14|28
4,151,1|4|5|10,4,24|10|9|48
4,152,3|7|8|10,0,17|8|22|44
4,152,3|7|8|10,1,17|13|19|42
4,152,3|7|8|10,2,21|14|15|41
4,152,3|7|8|10,3,34|9|25|23
4,152,3|7|8|10,4,25|7|10|49
4,153,3|4|5|10,0,20|11|20|40
4,153,3|4|5|10,1,18|9|20|44
4,153,3|4|5|10,2,28|12|5|46
4,153,3|4|5|10,3,43|6|18|24
4,153,3|4|5|10,4,27|10|7|47
4,154,1|4|5|9,0,16|20|10|45
4,154,1|4|5|9,1,20|12|10|49
4,154,1|4|5|9,2,26|17|11|37
4,154,1|4|5|9,3,29|20|14|28
4,154,1|4|5|9,4,26|11|14|40
4,155,3|6|7|9,0,19|14|15|43
4,155,3|6|7|9,1,22|17|13|39
4,155,3|6|7|9,2,33|9|12|37
4,155,3|6|7|9,3,34|15|14|28
4,155,3|6|7|9,4,26|10|16|39
4,156,0|3|5|8,0,8|28|10|45
4,156,0|3|5|8,1,24|11|27|29
4,156,0|3|5|8,2,30|17|11|33
4,156,0|3|5|8,3,46|6|31|8
4,156,0|3|5|8,4,29|15|5|42
4,157,0|2|5|8,0,22|14|14|41
4,157,0|2|5|8,1,22|15|17|37
4,157,0|2|5|8,2,32|15|11|33
4,157,0|2|5|8,3,47|5|25|14
4,157,0|2|5|8,4,29|14|8|40
4,158,4|5|8|10,0,14|15|9|53
4,158,4|5|8|10,1,21|3|25|42
4,158,4|5|8|10,2,23|13|10|45
4,158,4|5|8|10,3,37|5|27|22
4,158,4|5|8|10,4,24|8|11|48
4,159,4|5|7|9,0,19|16|16|40
4,159,4|5|7|9,1,21|10|24|36
4,159,4|5|7|9,2,24|19|12|36
4,159,4|5|7|9,3,30|14|21|26
4,159,4|5|7|9,4,27|7|15|42
4,160,4|5|7|10,0,13|19|19|40
4,160,4|5|7|10,1,17|11|21|42
4,160,4|5|7|10,2,22|17|18|34
4,160,4|5|7|10,3,30|14|25|22
4,160,4|5|7|10,4,25|6|18|42
4,161,0|4|9|10,0,21|13|24|33
4,161,0|4|9|10,1,20|12|19|40
4,161,0|4|9|10,2,28|15|17|31
4,161,0|4|9|10,3,35|18|20|18
4,161,0|4|9|10,4,32|6|14|39
4,162,2|3|7|10,0,21|6|23|41
4,162,2|3|7|10,1,21|14|14|42
4,162,2|3|7|10,2,24|15|11|41
4,162,2|3|7|10,3,41|9|13|28
4,162,2|3|7|10,4,24|12|4|51
4,163,0|1|2|6,0,22|17|18|34
4,163,0|1|2|6,1,12|35|10|34
4,163,0|1|2|6,2,34|16|11|30
4,163,0|1|2|6,3,35|28|13|15
4,163,0|1|2|6,4,28|18|13|32
4,164,1|5|7|10,0,19|14|16|42
4,164,1|5|7|10,1,16|17|10|48
4,164,1|5|7|10,2,22|15|19|35
4,164,1|5|7|10,3,34|11|14|32
4,164,1|5|7|10,4,23|6|19|43
4,165,3|4|5|8,0,11|20|11|49
4,165,3|4|5|8,1,23|5|23|40
4,165,3|4|5|8,2,31|12|8|40
4,165,3|4|5|8,3,44|3|21|23
4,165,3|4|5|8,4,27|14|7|43
4,166,0|2|4|6,0,24|14|18|35
4,166,0|2|4|6,1,18|24|16|33
4,166,0|2|4|6,2,36|16|10|29
4,166,0|2|4|6,3,35|27|17|12
4,166,0|2|4|6,4,29|19|6|37
4,167,1|7|8|9,0,17|13|20|41
4,167,1|7|8|9,1,19|16|9|47
4,167,1|7|8|9,2,24|14|20|33
4,167,1|7|8|9,3,29|14|19|29
4,167,1|7|8|9,4,23|9|18|41
4,168,1|5|7|10,0,19|14|16|42
4,168,1|5|7|10,1,16|17|10|48
4,168,1|5|7|10,2,22|15|19|35
4,168,1|5|7|10,3,34|11|14|32
4,168,1|5|7|10,4,23|6|19|43
4,169,3|5|9|10,0,13|18|12|48
4,169,3|5|9|10,1,21|8|21|41
4,169,3|5|9|10,2,29|7|12|43
4,169,3|5|9|10,3,36|9|28|18
4,169,3|5|9|10,4,26|6|10|49
4,170,2|5|6|10,0,17|16|17|41
4,170,2|5|6|10,1,18|17|13|43
4,170,2|5|6|10,2,25|13|11|42
4,170,2|5|6|10,3,29|20|14|28
4,170,2|5|6|10,4,25|8|11|47
4,171,2|4|7|10,0,19|9|28|35
4,171,2|4|7|10,1,16|16|18|41
4,171,2|4|7|10,2,27|13|12|39
4,171,2|4|7|10,3,37|12|19|23
4,171,2|4|7|10,4,28|7|8|48
4,172,3|7|8|10,0,17|8|22|44
4,172,3|7|8|10,1,17|13|19|42
4,172,3|7|8|10,2,21|14|15|41
4,172,3|7|8|10,3,34|9|25|23
4,172,3|7|8|10,4,25|7|10|49
4,173,0|1|7|9,0,23|15|16|37
4,173,0|1|7|9,1,19|23|13|36
4,173,0|1|7|9,2,30|17|14|30
4,173,0|1|7|9,3,42|12|18|19
4,173,0|1|7|9,4,30|9|17|35
4,174,1|4|6|9,0,22|13|10|46
4,174,1|4|6|9,1,24|13|14|40
4,174,1|4|6|9,2,25|18|9|39
4,174,1|4|6|9,3,32|21|13|25
4,174,1|4|6|9,4,30|8|10|43
4,175,2|4|7|10,0,19|9|28|35
4,175,2|4|7|10,1,16|16|18|41
4,175,2|4|7|10,2,27|13|12|39
4,175,2|4|7|10,3,37|12|19|23
4,175,2|4|7|10,4,28|7|8|48
4,176,1|3|4|9,0,23|9|17|42
4,176,1|3|4|9,1,24|10|15|42
4,176,1|3|4|9,2,28|16|10|37
4,176,1|3|4|9,3,41|13|12|25
4,176,1|3|4|9,4,33|9|8|41
4,177,5|7|8|10,0,16|13|10|52
4,177,5|7|8|10,1,18|10|18|45
4,177,5|7|8|10,2,24|10|23|34
4,177,5|7|8|10,3,29|9|36|17
4,177,5|7|8|10,4,20|7|16|48
4,178,1|2|3|10,0,16|12|25|38
4,178,1|2|3|10,1,20|16|9|46
4,178,1|2|3|10,2,25|14|17|35
4,178,1|2|3|10,3,25|30|8|28
4,178,1|2|3|10,4,25|14|18|34
4,179,3|5|7|10,0,14|17|10|50
4,179,3|5|7|10,1,21|10|23|37
4,179,3|5|7|10,2,26|12|11|42
4,179,3|5|7|10,3,36|9|29|17
4,179,3|5|7|10,4,25|7|11|48
4,180,3|5|6|9,0,15|21|7|48
4,180,3|5|6|9,1,17|19|17|38
4,180,3|5|6|9,2,30|12|8|41
4,180,3|5|6|9,3,35|14|19|23
4,180,3|5|6|9,4,29|8|9|45
4,181,3|5|9|10,0,13|18|12|48
4,181,3|5|9|10,1,21|8|21|41
4,181,3|5|9|10,2,29|7|12|43
4,181,3|5|9|10,3,36|9|28|18
4,181,3|5|9|10,4,26|6|10|49
4,182,1|2|5|10,0,20|12|21|38
4,182,1|2|5|10,1,21|13|14|43
4,182,1|2|5|10,2,28|10|14|39
4,182,1|2|5|10,3,33|17|17|24
4,182,1|2|5|10,4,25|9|14|43
4,183,0|3|4|6,0,17|21|8|45
4,183,0|3|4|6,1,23|17|13|38
4,183,0|3|4|6,2,26|26|9|30
4,183,0|3|4|6,3,38|24|17|12
4,183,0|3|4|6,4,30|19|9|33
4,184,0|2|3|5,0,21|17|16|37
4,184,0|2|3|5,1,27|13|19|32
4,184,0|2|3|5,2,32|19|5|35
4,184,0|2|3|5,3,48|11|21|11
4,184,0|2|3|5,4,31|17|8|35
4,185,1|2|8|10,0,17|9|30|35
4,185,1|2|8|10,1,16|17|16|42
4,185,1|2|8|10,2,28|7|19|37
4,185,1|2|8|10,3,32|16|15|28
4,185,1|2|8|10,4,27|7|11|46
4,186,0|5|6|8,0,21|18|11|41
4,186,0|5|6|8,1,21|17|14|39
4,186,0|5|6|8,2,24|22|4|41
4,186,0|5|6|8,3,42|9|33|7
4,186,0|5|6|8,4,32|8|23|28
4,187,0|2|6|9,0,25|13|22|31
4,187,0|2|6|9,1,16|28|6|41
4,187,0|2|6|9,2,34|14|14|29
4,187,0|2|6|9,3,36|22|9|24
4,187,0|2|6|9,4,33|10|13|35
4,188,3|5|6|9,0,15|21|7|48
4,188,3|5|6|9,1,17|19|17|38
4,188,3|5|6|9,2,30|12|8|41
4,188,3|5|6|9,3,35|14|19|23
4,188,3|5|6|9,4,29|8|9|45
4,189,0|5|8|10,0,14|20|8|49
4,189,0|5|8|10,1,18|13|22|38
4,189,0|5|8|10,2,26|14|14|37
4,189,0|5|8|10,3,34|13|31|13
4,189,0|5|8|10,4,29|6|22|34
4,190,2|5|6|9,0,21|15|9|46
4,190,2|5|6|9,1,16|22|10|43
4,190,2|5|6|9,2,26|16|11|38
4,190,2|5|6|9,3,33|16|7|35
4,190,2|5|6|9,4,27|9|13|42
4,191,0|1|6|8,0,21|16|19|35
4,191,0|1|6|8,1,11|31|8|41
4,191,0|1|6|8,2,36|10|18|27
4,191,0|1|6|8,3,42|14|19|16
4,191,0|1|6|8,4,34|8|11|38
4,192,0|5|7|9,0,19|21|14|37
4,192,0|5|7|9,1,20|18|16|37
4,192,0|5|7|9,2,27|20|13|31
4,192,0|5|7|9,3,37|12|37|5
4,192,0|5|7|9,4,27|10|22|32
4,193,0|3|6|8,0,19|16|16|40
4,193,0|3|6|8,1,13|27|9|42
4,193,0|3|6|8,2,30|17|13|31
4,193,0|3|6|8,3,38|18|19|16
4,193,0|3|6|8,4,33|12|7|39
4,194,4|7|8|9,0,14|15|14|48
4,194,4|7|8|9,1,24|6|21|40
4,194,4|7|8|9,2,23|17|14|37
4,194,4|7|8|9,3,35|7|20|29
4,194,4|7|8|9,4,25|9|12|45
4,195,2|3|8|10,0,17|7|32|35
4,195,2|3|8|10,1,15|16|12|48
4,195,2|3|8|10,2,23|13|16|39
4,195,2|3|8|10,3,39|9|18|25
4,195,2|3|8|10,4,26|11|4|50
4,196,0|4|7|9,0,22|15|15|39
4,196,0|4|7|9,1,24|13|21|33
4,196,0|4|7|9,2,26|23|9|33
4,196,0|4|7|9,3,37|16|17|21
4,196,0|4|7|9,4,34|7|15|35
4,197,0|1|8|9,0,20|15|16|40
4,197,0|1|8|9,1,17|21|13|40
4,197,0|1|8|9,2,35|9|18|29
4,197,0|1|8|9,3,38|14|23|16
4,197,0|1|8|9,4,32|8|16|35
4,198,2|3|5|10,0,19|11|24|37
4,198,2|3|5|10,1,24|8|17|42
4,198,2|3|5|10,2,26|13|6|46
4,198,2|3|5|10,3,39|11|15|26
4,198,2|3|5|10,4,24|13|7|47
4,199,0|3|6|8,0,19|16|16|40
4,199,0|3|6|8,1,13|27|9|42
4,199,0|3|6|8,2,30|17|13|31
4,199,0|3|6|8,3,38|18|19|16
4,199,0|3|6|8,4,33|12|7|39
4,200,0|2|3|8,0,24|8|26|33
4,200,0|2|3|8,1,21|18|16|36
4,200,0|2|3|8,2,31|17|15|28
4,200,0|2|3|8,3,44|13|17|17
4,200,0|2|3|8,4,31|17|6|37
4,201,3|5|6|8,0,15|18|6|52
4,201,3|5|6|8,1,17|17|18|39
4,201,3|5|6|8,2,31|10|7|43
4,201,3|5|6|8,3,34|13|27|17
4,201,3|5|6|8,4,28|10|10|43
4,202,0|1|4|9,0,23|15|14|39
4,202,0|1|4|9,1,20|18|16|37
4,202,0|1|4|9,2,34|15|12|30
4,202,0|1|4|9,3,43|15|15|18
4,202,0|1|4|9,4,36|8|11|36
4,203,0|1|4|6,0,22|18|13|38
4,203,0|1|4|6,1,18|24|10|39
4,203,0|1|4|6,2,34|17|9|31
4,203,0|1|4|6,3,33|29|10|19
4,203,0|1|4|6,4,30|16|12|33
4,204,0|5|7|9,0,19|21|14|37
4,204,0|5|7|9,1,20|18|16|37
4,204,0|5|7|9,2,27|20|13|31
4,204,0|5|7|9,3,37|12|37|5
4,204,0|5|7|9,4,27|10|22|32
4,205,1|4|7|9,0,23|10|17|41
4,205,1|4|7|9,1,23|12|16|40
4,205,1|4|7|9,2,26|17|11|37
4,205,1|4|7|9,3,29|20|14|28
4,205,1|4|7|9,4,28|8|14|41
4,206,5|7|9|10,0,11|21|17|42
4,206,5|7|9|10,1,19|11|16|45
4,206,5|7|9|10,2,21|14|20|36
4,206,5|7|9|10,3,31|9|34|17
4,206,5|7|9|10,4,22|4|25|40
4,207,0|1|2|10,0,18|16|23|34
4,207,0|1|2|10,1,16|24|12|39
4,207,0|1|2|10,2,35|9|15|32
4,207,0|1|2|10,3,26|33|11|21
4,207,0|1|2|10,4,26|15|17|33
4,208,2|4|5|10,0,16|15|19|41
4,208,2|4|5|10,1,18|11|23|39
4,208,2|4|5|10,2,29|11|9|42
4,208,2|4|5|10,3,40|9|21|21
4,208,2|4|5|10,4,25|11|9|46
4,209,2|4|5|9,0,18|16|13|44
4,209,2|4|5|9,1,19|13|20|39
4,209,2|4|5|9,2,29|15|11|36
4,209,2|4|5|9,3,35|14|18|24
4,209,2|4|5|9,4,24|15|12|40
4,210,0|2|5|10,0,20|16|21|34
4,210,0|2|5|10,1,19|17|17|38
4,210,0|2|5|10,2,31|13|10|37
4,210,0|2|5|10,3,40|14|22|15
4,210,0|2|5|10,4,29|10|9|43
4,211,0|4|5|8,0,16|21|12|42
4,211,0|4|5|8,1,26|6|22|37
4,211,0|4|5|8,2,30|18|7|36
4,211,0|4|5|8,3,47|4|27|13
4,211,0|4|5|8,4,29|14|9|39
4,212,2|4|7|9,0,21|10|19|41
4,212,2|4|7|9,1,21|14|18|38
4,212,2|4|7|9,2,31|13|10|37
4,212,2|4|7|9,3,35|14|20|22
4,212,2|4|7|9,4,29|9|12|41
4,213,1|6|8|10,0,18|11|31|31
4,213,1|6|8|10,1,16|18|10|47
4,213,1|6|8|10,2,29|5|17|40
4,213,1|6|8|10,3,33|14|22|22
4,213,1|6|8|10,4,24|7|12|48
