# of predictors,i,predictors,fold,f1_score_micro
7,12,6|14|15|22|27|29|35,1,0.6192982456140351
7,12,6|14|15|22|27|29|35,2,0.6035639412997904
7,13,0|5|12|20|21|22|28,0,0.6445190156599553
7,13,0|5|12|20|21|22|28,1,0.6448051948051948
7,13,0|5|12|20|21|22|28,2,0.6481012658227848
7,14,16|21|25|30|33|34|36,0,0.6427672955974842
7,14,16|21|25|30|33|34|36,1,0.6223684210526316
7,14,16|21|25|30|33|34|36,2,0.6397777777777778
7,15,4|7|20|23|25|30|34,0,0.6527027027027027
7,15,4|7|20|23|25|30|34,1,0.656578947368421
7,15,4|7|20|23|25|30|34,2,0.6532091097308489
7,16,1|7|17|19|21|25|32,0,0.6182222222222222
7,16,1|7|17|19|21|25|32,1,0.6188235294117647
7,16,1|7|17|19|21|25|32,2,0.6153664302600473
7,17,0|5|8|22|26|28|33,0,0.6305010893246188
7,17,0|5|8|22|26|28|33,1,0.6419354838709678
7,17,0|5|8|22|26|28|33,2,0.6265795206971677
7,18,0|1|4|6|9|24|31,0,0.6108167770419426
7,18,0|1|4|6|9|24|31,1,0.5968152866242038
7,18,0|1|4|6|9|24|31,2,0.5986928104575163
7,19,6|16|17|26|29|32|34,0,0.6060416666666667
7,19,6|16|17|26|29|32|34,1,0.6002207505518764
7,19,6|16|17|26|29|32|34,2,0.588
7,20,0|2|10|15|22|27|28,0,0.5908888888888889
7,20,0|2|10|15|22|27|28,1,0.6143790849673203
7,20,0|2|10|15|22|27|28,2,0.6177215189873417
7,21,12|15|18|24|28|31|34,0,0.6348484848484849
7,21,12|15|18|24|28|31|34,1,0.6256410256410256
7,21,12|15|18|24|28|31|34,2,0.643046357615894
7,22,2|8|14|22|24|30|35,0,0.6388157894736842
7,22,2|8|14|22|24|30|35,1,0.6383442265795207
7,22,2|8|14|22|24|30|35,2,0.6491452991452992
7,23,4|19|23|25|28|31|35,0,0.6213507625272331
7,23,4|19|23|25|28|31|35,1,0.6104821802935011
7,23,4|19|23|25|28|31|35,2,0.6185682326621924
7,24,6|20|23|27|28|33|35,0,0.6046666666666667
7,24,6|20|23|27|28|33|35,1,0.6126666666666667
7,24,6|20|23|27|28|33|35,2,0.6385093167701863
7,25,9|11|17|20|26|28|35,0,0.6478354978354979
7,25,9|11|17|20|26|28|35,1,0.6266666666666667
7,25,9|11|17|20|26|28|35,2,0.6467105263157895
7,26,13|18|20|23|29|30|31,0,0.6453333333333333
7,26,13|18|20|23|29|30|31,1,0.6550335570469799
7,26,13|18|20|23|29|30|31,2,0.6631687242798354
7,27,5|15|18|24|30|32|35,0,0.5975717439293599
7,27,5|15|18|24|30|32|35,1,0.6287280701754386
7,27,5|15|18|24|30|32|35,2,0.6485232067510549
7,28,17|20|23|24|26|28|30,0,0.6285714285714286
7,28,17|20|23|24|26|28|30,1,0.6331154684095861
7,28,17|20|23|24|26|28|30,2,0.6300865800865801
7,29,1|3|8|16|21|29|33,0,0.6254504504504504
7,29,1|3|8|16|21|29|33,1,0.6344594594594595
7,29,1|3|8|16|21|29|33,2,0.6436363636363637
7,30,0|11|14|15|21|24|34,0,0.645413870246085
7,30,0|11|14|15|21|24|34,1,0.64
7,30,0|11|14|15|21|24|34,2,0.6326754385964912
7,31,8|13|22|24|28|32|35,0,0.6063492063492063
7,31,8|13|22|24|28|32|35,1,0.6402150537634409
7,31,8|13|22|24|28|32|35,2,0.6283018867924528
8,0,7|8|12|18|21|23|25|34,0,0.669247009148487
8,0,7|8|12|18|21|23|25|34,1,0.6882758620689655
8,0,7|8|12|18|21|23|25|34,2,0.7003784693019344
8,1,5|7|12|14|21|23|30|34,0,0.6771580652626706
8,1,5|7|12|14|21|23|30|34,1,0.6866864580954556
8,1,5|7|12|14|21|23|30|34,2,0.6870850289141144
8,2,5|11|17|23|26|28|29|30,0,0.6282327586206896
8,2,5|11|17|23|26|28|29|30,1,0.6252569079698561
8,2,5|11|17|23|26|28|29|30,2,0.636551724137931
8,3,4|5|13|15|19|26|29|33,0,0.6218467947234436
8,3,4|5|13|15|19|26|29|33,1,0.6070266753415745
8,3,4|5|13|15|19|26|29|33,2,0.6206896551724138
8,4,1|6|10|25|28|30|31|36,0,0.6424916573971079
8,4,1|6|10|25|28|30|31|36,1,0.6518778827146936
8,4,1|6|10|25|28|30|31|36,2,0.6410553112705393
8,5,3|5|7|8|13|19|22|28,0,0.6584669448715132
8,5,3|5|7|8|13|19|22|28,1,0.6397223466188984
8,5,3|5|7|8|13|19|22|28,2,0.6487356321839081
8,6,1|9|15|16|19|29|34|36,0,0.6013793103448276
8,6,1|9|15|16|19|29|34|36,1,0.6193548387096774
8,6,1|9|15|16|19|29|34|36,2,0.6151635720601237
8,7,2|15|18|26|29|32|34|35,0,0.6302177858439202
8,7,2|15|18|26|29|32|34|35,1,0.6253615127919911
8,7,2|15|18|26|29|32|34|35,2,0.6363636363636364
8,8,5|8|18|22|24|27|35|36,0,0.620026525198939
8,8,5|8|18|22|24|27|35|36,1,0.6204582272622078
8,8,5|8|18|22|24|27|35|36,2,0.622236958443855
8,9,5|6|15|17|22|28|30|32,0,0.6424682395644283
8,9,5|6|15|17|22|28|30|32,1,0.6124582869855395
8,9,5|6|15|17|22|28|30|32,2,0.6215853112404837
8,10,2|3|6|8|11|30|32|36,0,0.627673505019642
8,10,2|3|6|8|11|30|32|36,1,0.6229434302456615
8,10,2|3|6|8|11|30|32|36,2,0.6158620689655172
8,11,6|14|15|27|29|32|35|36,0,0.6060066740823137
8,11,6|14|15|27|29|32|35|36,1,0.5868965517241379
8,11,6|14|15|27|29|32|35|36,2,0.6078691423519009
8,12,0|5|12|16|20|21|22|28,0,0.6470177073625349
8,12,0|5|12|16|20|21|22|28,1,0.660734149054505
8,12,0|5|12|16|20|21|22|28,2,0.6761239633347883
8,13,3|4|10|16|25|30|34|35,0,0.6295433364398881
8,13,3|4|10|16|25|30|34|35,1,0.6483666061705989
8,13,3|4|10|16|25|30|34|35,2,0.676376097665453
8,14,1|12|14|23|25|30|34|35,0,0.634860651865848
8,14,1|12|14|23|25|30|34|35,1,0.6502795899347623
8,14,1|12|14|23|25|30|34|35,2,0.6685938467891802
8,15,2|7|17|21|22|28|32|34,0,0.6641774654074237
8,15,2|7|17|21|22|28|32|34,1,0.6549440511532313
8,15,2|7|17|21|22|28|32|34,2,0.6612576064908722
8,16,0|1|4|8|17|26|31|33,0,0.6302558398220245
8,16,0|1|4|8|17|26|31|33,1,0.6401701746529332
8,16,0|1|4|8|17|26|31|33,2,0.6138838475499092
8,17,1|4|6|12|16|17|24|30,0,0.6204671857619577
8,17,1|4|6|12|16|17|24|30,1,0.6181776661338205
8,17,1|4|6|12|16|17|24|30,2,0.6146829810901001
8,18,0|10|14|15|16|22|27|29,0,0.610969682943763
8,18,0|10|14|15|16|22|27|29,1,0.6327030033370411
8,18,0|10|14|15|16|22|27|29,2,0.6059740830221831
8,19,5|6|12|15|18|22|24|28,0,0.6344827586206897
8,19,5|6|12|15|18|22|24|28,1,0.6236005373936409
8,19,5|6|12|15|18|22|24|28,2,0.6338475499092558
8,20,2|8|14|18|22|24|30|35,0,0.6681323767646378
8,20,2|8|14|18|22|24|30|35,1,0.6686072548141514
8,20,2|8|14|18|22|24|30|35,2,0.6695766041030118
8,21,4|19|23|25|28|29|31|35,0,0.6441202475685235
8,21,4|19|23|25|28|29|31|35,1,0.6256777271741488
8,21,4|19|23|25|28|29|31|35,2,0.6192725555030704
8,22,4|6|20|23|27|28|33|35,0,0.6268304204062353
8,22,4|6|20|23|27|28|33|35,1,0.6267748478701826
8,22,4|6|20|23|27|28|33|35,2,0.6551724137931034
8,23,15|17|20|23|24|26|28|36,0,0.619346171070309
8,23,15|17|20|23|24|26|28|36,1,0.6224467384142324
8,23,15|17|20|23|24|26|28|36,2,0.6257471264367817
8,24,2|12|13|18|20|23|29|30,0,0.6601322626358054
8,24,2|12|13|18|20|23|29|30,1,0.6816462736373748
8,24,2|12|13|18|20|23|29|30,2,0.6760775862068965
8,25,10|14|15|17|20|23|24|26,0,0.6487208008898776
8,25,10|14|15|17|20|23|24|26,1,0.6264001757083242
8,25,10|14|15|17|20|23|24|26,2,0.6158296690580884
8,26,0|1|3|8|12|17|29|33,0,0.6508620689655172
8,26,0|1|3|8|12|17|29|33,1,0.6627854903716973
8,26,0|1|3|8|12|17|29|33,2,0.6616240266963292
8,27,8|11|15|21|25|28|33|36,0,0.6443965517241379
8,27,8|11|15|21|25|28|33|36,1,0.6411494252873563
8,27,8|11|15|21|25|28|33|36,2,0.6531171500342544
8,28,2|9|13|16|21|24|34|35,0,0.645320197044335
8,28,2|9|13|16|21|24|34|35,1,0.634848138844485
8,28,2|9|13|16|21|24|34|35,2,0.6381520778072503
8,29,7|11|14|15|16|27|30|34,0,0.6155638397017708
8,29,7|11|14|15|16|27|30|34,1,0.6095661846496107
8,29,7|11|14|15|16|27|30|34,2,0.6152335224792667
8,30,6|8|10|11|17|24|26|33,0,0.6202447163515017
8,30,6|8|10|11|17|24|26|33,1,0.6173309449171518
8,30,6|8|10|11|17|24|26|33,2,0.5975499092558983
8,31,0|1|6|9|19|21|26|29,0,0.5936745003294531
8,31,0|1|6|9|19|21|26|29,1,0.5942157953281424
8,31,0|1|6|9|19|21|26|29,2,0.5912983105762555
9,0,7|8|12|14|18|21|23|25|34,0,0.6862416107382551
9,0,7|8|12|14|18|21|23|25|34,1,0.708976833976834
9,0,7|8|12|14|18|21|23|25|34,2,0.7186411149825784
9,1,5|7|8|12|14|21|23|30|34,0,0.6906338694418165
9,1,5|7|8|12|14|21|23|30|34,1,0.6866666666666666
9,1,5|7|8|12|14|21|23|30|34,2,0.6926339285714286
9,2,5|11|17|19|23|26|28|29|30,0,0.6359981078524125
9,2,5|11|17|19|23|26|28|29|30,1,0.6291887125220459
9,2,5|11|17|19|23|26|28|29|30,2,0.6322393822393823
9,3,4|5|13|15|19|26|29|33|34,0,0.6376190476190476
9,3,4|5|13|15|19|26|29|33|34,1,0.6257763975155279
9,3,4|5|13|15|19|26|29|33|34,2,0.6395238095238095
9,4,1|2|6|10|14|26|28|30|31,0,0.660603371783496
9,4,1|2|6|10|14|26|28|30|31,1,0.6523809523809524
9,4,1|2|6|10|14|26|28|30|31,2,0.6428571428571429
9,5,0|5|7|9|13|16|17|20|22,0,0.6705069124423964
9,5,0|5|7|9|13|16|17|20|22,1,0.6701127819548872
9,5,0|5|7|9|13|16|17|20|22,2,0.6565398886827458
9,6,1|7|15|16|19|29|32|35|36,0,0.6371336996336996
9,6,1|7|15|16|19|29|32|35|36,1,0.6247553816046967
9,6,1|7|15|16|19|29|32|35|36,2,0.6370170709793351
9,7,8|12|13|15|18|23|33|35|36,0,0.6737637362637363
9,7,8|12|13|15|18|23|33|35|36,1,0.6719047619047619
9,7,8|12|13|15|18|23|33|35|36,2,0.6700460829493088
9,8,5|6|7|10|18|22|28|29|36,0,0.6480891719745223
9,8,5|6|7|10|18|22|28|29|36,1,0.6466922339405561
9,8,5|6|7|10|18|22|28|29|36,2,0.658294930875576
9,9,1|2|4|6|11|15|32|34|35,0,0.6367880485527544
9,9,1|2|4|6|11|15|32|34|35,1,0.6217532467532467
9,9,1|2|4|6|11|15|32|34|35,2,0.6222170686456401
9,10,6|14|15|25|27|29|32|35|36,0,0.6160714285714286
9,10,6|14|15|25|27|29|32|35|36,1,0.6059981684981685
9,10,6|14|15|25|27|29|32|35|36,2,0.6176470588235294
9,11,0|5|12|15|16|20|21|22|28,0,0.6530274361400189
9,11,0|5|12|15|16|20|21|22|28,1,0.6661998132586368
9,11,0|5|12|15|16|20|21|22|28,2,0.6769790718835305
9,12,3|4|15|16|20|25|26|34|35,0,0.6368274582560297
9,12,3|4|15|16|20|25|26|34|35,1,0.6510989010989011
9,12,3|4|15|16|20|25|26|34|35,2,0.6364711447492905
9,13,1|3|14|21|23|25|31|34|36,0,0.6806318681318682
9,13,1|3|14|21|23|25|31|34|36,1,0.693374060150376
9,13,1|3|14|21|23|25|31|34|36,2,0.6699346405228758
9,14,4|5|16|17|21|22|28|32|33,0,0.66036866359447
9,14,4|5|16|17|21|22|28|32|33,1,0.6542857142857142
9,14,4|5|16|17|21|22|28|32|33,2,0.6712454212454212
9,15,0|1|2|9|24|26|28|31|34,0,0.645852534562212
9,15,0|1|2|9|24|26|28|31|34,1,0.6506410256410257
9,15,0|1|2|9|24|26|28|31|34,2,0.6328571428571429
9,16,5|6|8|12|17|26|29|32|33,0,0.6435395814376706
9,16,5|6|8|12|17|26|29|32|33,1,0.6494360902255639
9,16,5|6|8|12|17|26|29|32|33,2,0.6336936090225563
9,17,0|5|15|18|19|22|23|27|28,0,0.6451762523191095
9,17,0|5|15|18|19|22|23|27|28,1,0.6247619047619047
9,17,0|5|15|18|19|22|23|27|28,2,0.6414922656960873
9,18,12|15|17|18|24|28|31|33|34,0,0.6524276377217554
9,18,12|15|17|18|24|28|31|33|34,1,0.6669758812615956
9,18,12|15|17|18|24|28|31|33|34,2,0.6632653061224489
9,19,4|8|14|18|22|24|30|32|34,0,0.6608325449385052
9,19,4|8|14|18|22|24|30|32|34,1,0.6729204339963833
9,19,4|8|14|18|22|24|30|32|34,2,0.6647086466165414
9,20,4|17|19|23|25|29|31|34|36,0,0.625
9,20,4|17|19|23|25|29|31|34|36,1,0.6336405529953917
9,20,4|17|19|23|25|29|31|34|36,2,0.6440166975881262
9,21,4|13|14|20|23|27|28|33|36,0,0.6589165867689357
9,21,4|13|14|20|23|27|28|33|36,1,0.6567199248120301
9,21,4|13|14|20|23|27|28|33|36,2,0.6796875
9,22,9|14|17|20|23|25|26|28|30,0,0.6842584167424932
9,22,9|14|17|20|23|25|26|28|30,1,0.675
9,22,9|14|17|20|23|25|26|28|30,2,0.6711502782931354
9,23,2|7|12|13|20|23|30|32|35,0,0.6575772200772201
9,23,2|7|12|13|20|23|30|32|35,1,0.6646168401135288
9,23,2|7|12|13|20|23|30|32|35,2,0.6712962962962963
9,24,0|10|17|20|23|24|26|28|30,0,0.6663533834586466
9,24,0|10|17|20|23|24|26|28|30,1,0.6578341013824884
9,24,0|10|17|20|23|24|26|28|30,2,0.6498144712430427
9,25,0|3|5|7|8|17|24|29|33,0,0.6584967320261438
9,25,0|3|5|7|8|17|24|29|33,1,0.6472922502334267
9,25,0|3|5|7|8|17|24|29|33,2,0.6506912442396313
9,26,8|21|22|25|26|28|30|32|35,0,0.6616419294990723
9,26,8|21|22|25|26|28|30|32|35,1,0.6707663197729423
9,26,8|21|22|25|26|28|30|32|35,2,0.6684981684981685
9,27,2|9|13|15|16|21|24|34|35,0,0.6419110690633869
9,27,2|9|13|15|16|21|24|34|35,1,0.6548387096774193
9,27,2|9|13|15|16|21|24|34|35,2,0.6552995391705069
9,28,7|11|12|13|14|17|27|30|34,0,0.6464285714285715
9,28,7|11|12|13|14|17|27|30|34,1,0.662961210974456
9,28,7|11|12|13|14|17|27|30|34,2,0.6658482142857143
9,29,1|6|10|11|14|17|24|32|35,0,0.6275510204081632
9,29,1|6|10|11|14|17|24|32|35,1,0.6220821661998133
9,29,1|6|10|11|14|17|24|32|35,2,0.6296382189239332
9,30,0|4|6|7|9|19|21|26|35,0,0.6278801843317973
9,30,0|4|6|7|9|19|21|26|35,1,0.6097619047619047
9,30,0|4|6|7|9|19|21|26|35,2,0.6215659340659341
9,31,5|6|10|16|19|20|26|27|28,0,0.6405380333951762
9,31,5|6|10|16|19|20|26|27|28,1,0.6087454212454212
9,31,5|6|10|16|19|20|26|27|28,2,0.6177861873226111
10,0,7|8|12|14|18|21|23|25|30|34,0,0.7046848172675987
10,0,7|8|12|14|18|21|23|25|30|34,1,0.7181751287711553
10,0,7|8|12|14|18|21|23|25|30|34,2,0.731190309806662
10,1,0|5|7|8|12|14|21|23|30|34,0,0.7056402808036795
10,1,0|5|7|8|12|14|21|23|30|34,1,0.7188109161793373
10,1,0|5|7|8|12|14|21|23|30|34,2,0.714624881291548
10,2,2|5|11|17|19|23|26|28|29|30,0,0.6516049382716049
10,2,2|5|11|17|19|23|26|28|29|30,1,0.654474350126524
10,2,2|5|11|17|19|23|26|28|29|30,2,0.6483950617283951
10,3,3|9|13|14|15|22|26|29|34|35,0,0.6756885090218424
10,3,3|9|13|14|15|22|26|29|34|35,1,0.6808351976137211
10,3,3|9|13|14|15|22|26|29|34|35,2,0.6775878442545109
10,4,1|2|10|11|26|27|28|30|31|34,0,0.6434277414669571
10,4,1|2|10|11|26|27|28|30|31|34,1,0.6378340365682138
10,4,1|2|10|11|26|27|28|30|31|34,2,0.6306172839506173
10,5,0|5|7|9|13|16|17|20|31|34,0,0.677970177970178
10,5,0|5|7|9|13|16|17|20|31|34,1,0.6860324376664246
10,5,0|5|7|9|13|16|17|20|31|34,2,0.6637806637806638
10,6,1|15|16|19|27|29|32|34|35|36,0,0.6162280701754386
10,6,1|15|16|19|27|29|32|34|35|36,1,0.6085356880058866
10,6,1|15|16|19|27|29|32|34|35|36,2,0.6354899203000469
10,7,8|12|13|15|18|19|23|33|35|36,0,0.6678930586215355
10,7,8|12|13|15|18|19|23|33|35|36,1,0.6664197530864198
10,7,8|12|13|15|18|19|23|33|35|36,2,0.6754629629629629
10,8,5|6|7|10|18|22|28|29|30|36,0,0.6870845204178537
10,8,5|6|7|10|18|22|28|29|30|36,1,0.6784400294334069
10,8,5|6|7|10|18|22|28|29|30|36,2,0.6784511784511784
10,9,1|2|4|6|7|11|32|34|35|36,0,0.6759259259259259
10,9,1|2|4|6|7|11|32|34|35|36,1,0.6500974658869396
10,9,1|2|4|6|7|11|32|34|35|36,2,0.6405228758169934
10,10,6|10|14|25|27|29|31|33|35|36,0,0.5969498910675382
10,10,6|10|14|25|27|29|31|33|35|36,1,0.6140350877192983
10,10,6|10|14|25|27|29|31|33|35|36,2,0.6077872744539411
10,11,1|5|12|15|16|19|20|22|27|28,0,0.6180101670297748
10,11,1|5|12|15|16|19|20|22|27|28,1,0.6248196248196248
10,11,1|5|12|15|16|19|20|22|27|28,2,0.622895622895623
10,12,3|4|15|16|19|20|25|26|34|35,0,0.6476793248945147
10,12,3|4|15|16|19|20|25|26|34|35,1,0.6356421356421357
10,12,3|4|15|16|19|20|25|26|34|35,2,0.6244096445438727
10,13,1|3|8|14|21|23|25|31|34|36,0,0.7025166191832859
10,13,1|3|8|14|21|23|25|31|34|36,1,0.6922341696535245
10,13,1|3|8|14|21|23|25|31|34|36,2,0.6965432098765432
10,14,0|5|8|13|21|22|23|27|28|32,0,0.6746550472040668
10,14,0|5|8|13|21|22|23|27|28|32,1,0.6759872455236694
10,14,0|5|8|13|21|22|23|27|28|32,2,0.6796414248643547
10,15,0|1|3|4|6|8|9|16|24|31,0,0.6416482707873437
10,15,0|1|3|4|6|8|9|16|24|31,1,0.6390658174097664
10,15,0|1|3|4|6|8|9|16|24|31,2,0.6460905349794238
10,16,0|10|11|14|15|16|22|27|29|32,0,0.6385185185185185
10,16,0|10|11|14|15|16|22|27|29|32,1,0.6528076463560335
10,16,0|10|11|14|15|16|22|27|29|32,2,0.6469610636277303
10,17,5|12|15|17|18|24|28|30|31|33,0,0.6678614097968937
10,17,5|12|15|17|18|24|28|30|31|33,1,0.6777041942604857
10,17,5|12|15|17|18|24|28|30|31|33,2,0.676463560334528
10,18,4|8|12|14|15|17|22|26|28|30,0,0.6588319088319088
10,18,4|8|12|14|15|17|22|26|28|30,1,0.6531763551631101
10,18,4|8|12|14|15|17|22|26|28|30,2,0.6606541606541606
10,19,4|11|19|20|25|27|28|30|35|36,0,0.6436436436436437
10,19,4|11|19|20|25|27|28|30|35|36,1,0.6469298245614035
10,19,4|11|19|20|25|27|28|30|35|36,2,0.642512077294686
10,20,9|10|11|13|15|17|24|26|28|34,0,0.6494293035173538
10,20,9|10|11|13|15|17|24|26|28|34,1,0.6664245945291697
10,20,9|10|11|13|15|17|24|26|28|34,2,0.6457867263236391
10,21,2|7|12|13|18|20|23|29|30|36,0,0.6962962962962963
10,21,2|7|12|13|18|20|23|29|30|36,1,0.6940208182038248
10,21,2|7|12|13|18|20|23|29|30|36,2,0.691600096828855
10,22,0|4|10|17|20|23|24|26|28|30,0,0.6839668615984406
10,22,0|4|10|17|20|23|24|26|28|30,1,0.6843488649940263
10,22,0|4|10|17|20|23|24|26|28|30,2,0.6606541606541606
10,23,0|3|5|7|17|23|24|29|33|36,0,0.6698136044541273
10,23,0|3|5|7|17|23|24|29|33|36,1,0.665945165945166
10,23,0|3|5|7|17|23|24|29|33|36,2,0.6553631553631554
10,24,8|21|22|24|25|26|28|30|32|35,0,0.6873219373219374
10,24,8|21|22|24|25|26|28|30|32|35,1,0.6769683590875644
10,24,8|21|22|24|25|26|28|30|32|35,2,0.6729196729196729
10,25,2|3|9|13|15|16|21|24|34|35,0,0.6624969340201128
10,25,2|3|9|13|15|16|21|24|34|35,1,0.6647550776583034
10,25,2|3|9|13|15|16|21|24|34|35,2,0.6685782556750298
10,26,5|11|12|14|17|25|26|27|30|34,0,0.6583034647550776
10,26,5|11|12|14|17|25|26|27|30|34,1,0.6545584045584045
10,26,5|11|12|14|17|25|26|27|30|34,2,0.6671604938271605
10,27,1|6|10|11|17|24|29|30|33|36,0,0.639412997903564
10,27,1|6|10|11|17|24|29|30|33|36,1,0.6365896097439722
10,27,1|6|10|11|17|24|29|30|33|36,2,0.645364318566933
10,28,0|4|6|8|9|14|18|19|26|35,0,0.6440717447006755
10,28,0|4|6|8|9|14|18|19|26|35,1,0.6385185185185185
10,28,0|4|6|8|9|14|18|19|26|35,2,0.6503411306042886
10,29,5|7|10|13|14|19|21|26|27|28,0,0.6618876941457587
10,29,5|7|10|13|14|19|21|26|27|28,1,0.6603727910917453
10,29,5|7|10|13|14|19|21|26|27|28,2,0.6562575647542968
10,30,1|5|9|16|22|28|29|30|31|34,0,0.6818613485280152
10,30,1|5|9|16|22|28|29|30|31|34,1,0.674320987654321
10,30,1|5|9|16|22|28|29|30|31|34,2,0.6757467144563919
10,31,0|4|12|13|16|18|19|25|30|36,0,0.652046783625731
10,31,0|4|12|13|16|18|19|25|30|36,1,0.6733572281959379
10,31,0|4|12|13|16|18|19|25|30|36,2,0.6774891774891775
12,0,3|5|7|8|12|14|18|21|23|25|30|34,0,0.728421052631579
12,0,3|5|7|8|12|14|18|21|23|25|30|34,1,0.7455263157894738
12,0,3|5|7|8|12|14|18|21|23|25|30|34,2,0.7352866242038217
12,1,0|3|5|7|8|12|13|14|21|23|30|34,0,0.7264935064935065
12,1,0|3|5|7|8|12|13|14|21|23|30|34,1,0.7320261437908496
12,1,0|3|5|7|8|12|13|14|21|23|30|34,2,0.7207792207792207
12,2,2|5|11|14|17|19|23|25|26|28|29|30,0,0.6906666666666667
12,2,2|5|11|14|17|19|23|25|26|28|29|30,1,0.6792592592592592
12,2,2|5|11|14|17|19|23|25|26|28|29|30,2,0.6732885906040268
12,3,3|5|9|13|14|15|21|22|26|30|35|36,0,0.6935064935064935
12,3,3|5|9|13|14|15|21|22|26|30|35|36,1,0.6844155844155844
12,3,3|5|9|13|14|15|21|22|26|30|35|36,2,0.6862745098039216
12,4,2|3|6|17|22|26|27|28|29|30|32|34,0,0.6678947368421052
12,4,2|3|6|17|22|26|27|28|29|30|32|34,1,0.6520261437908497
12,4,2|3|6|17|22|26|27|28|29|30|32|34,2,0.6607692307692308
12,5,1|5|7|9|14|16|19|20|27|29|34|35,0,0.6810666666666667
12,5,1|5|7|9|14|16|19|20|27|29|34|35,1,0.6912101910828026
12,5,1|5|7|9|14|16|19|20|27|29|34|35,2,0.6961038961038961
12,6,2|4|9|15|18|26|27|28|32|33|35|36,0,0.6477852348993288
12,6,2|4|9|15|18|26|27|28|32|33|35|36,1,0.6440506329113924
12,6,2|4|9|15|18|26|27|28|32|33|35|36,2,0.6348051948051948
12,7,2|3|7|10|18|20|22|24|27|28|34|36,0,0.6861935483870968
12,7,2|3|7|10|18|20|22|24|27|28|34|36,1,0.6897368421052632
12,7,2|3|7|10|18|20|22|24|27|28|34|36,2,0.6667532467532468
12,8,1|2|4|6|7|11|14|17|32|34|35|36,0,0.6715384615384615
12,8,1|2|4|6|7|11|14|17|32|34|35|36,1,0.6746153846153846
12,8,1|2|4|6|7|11|14|17|32|34|35|36,2,0.6577181208053692
12,9,0|2|6|10|11|14|16|21|27|28|31|36,0,0.6677707006369427
12,9,0|2|6|10|11|14|16|21|27|28|31|36,1,0.66
12,9,0|2|6|10|11|14|16|21|27|28|31|36,2,0.655
12,10,3|4|10|12|15|16|19|25|26|30|34|35,0,0.6854193548387096
12,10,3|4|10|12|15|16|19|25|26|30|34|35,1,0.663
12,10,3|4|10|12|15|16|19|25|26|30|34|35,2,0.6715068493150685
12,11,1|7|8|10|11|14|16|19|23|25|34|36,0,0.6929801324503311
12,11,1|7|8|10|11|14|16|19|23|25|34|36,1,0.6934210526315789
12,11,1|7|8|10|11|14|16|19|23|25|34|36,2,0.6769620253164557
12,12,0|1|2|4|5|8|12|15|17|26|31|33,0,0.68
12,12,0|1|2|4|5|8|12|15|17|26|31|33,1,0.6846753246753247
12,12,0|1|2|4|5|8|12|15|17|26|31|33,2,0.6813071895424837
12,13,5|6|8|12|13|17|24|26|27|29|32|33,0,0.6585620915032679
12,13,5|6|8|12|13|17|24|26|27|29|32|33,1,0.6674509803921569
12,13,5|6|8|12|13|17|24|26|27|29|32|33,2,0.6621935483870968
12,14,0|5|14|15|17|20|21|22|24|28|33|36,0,0.6857142857142857
12,14,0|5|14|15|17|20|21|22|24|28|33|36,1,0.6685714285714286
12,14,0|5|14|15|17|20|21|22|24|28|33|36,2,0.676078431372549
12,15,4|7|12|18|21|23|24|25|28|30|33|35,0,0.7128476821192055
12,15,4|7|12|18|21|23|24|25|28|30|33|35,1,0.7176470588235294
12,15,4|7|12|18|21|23|24|25|28|30|33|35,2,0.704968152866242
12,16,2|4|9|17|22|23|25|28|29|31|32|33,0,0.6567741935483871
12,16,2|4|9|17|22|23|25|28|29|31|32|33,1,0.6553020134228188
12,16,2|4|9|17|22|23|25|28|29|31|32|33,2,0.6723566878980892
12,17,4|8|13|14|20|23|27|28|31|33|34|36,0,0.6846896551724138
12,17,4|8|13|14|20|23|27|28|31|33|34|36,1,0.6949333333333333
12,17,4|8|13|14|20|23|27|28|31|33|34|36,2,0.7043373493975904
12,18,6|10|17|18|20|23|26|29|30|31|35|36,0,0.6660759493670886
12,18,6|10|17|18|20|23|26|29|30|31|35|36,1,0.664968152866242
12,18,6|10|17|18|20|23|26|29|30|31|35|36,2,0.650958904109589
12,19,5|10|12|13|15|18|22|24|25|30|32|35,0,0.6818300653594771
12,19,5|10|12|13|15|18|22|24|25|30|32|35,1,0.6910526315789474
12,19,5|10|12|13|15|18|22|24|25|30|32|35,2,0.693076923076923
12,20,1|8|14|16|17|19|21|22|23|28|30|32,0,0.6925490196078431
12,20,1|8|14|16|17|19|21|22|23|28|30|32,1,0.6591194968553459
12,20,1|8|14|16|17|19|21|22|23|28|30|32,2,0.6864429530201342
12,21,0|4|11|14|15|16|20|21|24|27|31|34,0,0.6654545454545454
12,21,0|4|11|14|15|16|20|21|24|27|31|34,1,0.6651655629139073
12,21,0|4|11|14|15|16|20|21|24|27|31|34,2,0.6457931034482759
12,22,1|3|9|13|15|16|17|21|22|24|28|33,0,0.6805
12,22,1|3|9|13|15|16|17|21|22|24|28|33,1,0.6731125827814569
12,22,1|3|9|13|15|16|17|21|22|24|28|33,2,0.6669333333333334
12,23,5|11|12|14|17|21|25|26|27|30|31|33,0,0.7011464968152866
12,23,5|11|12|14|17|21|25|26|27|30|31|33,1,0.6593288590604027
12,23,5|11|12|14|17|21|25|26|27|30|31|33,2,0.664258064516129
12,24,1|6|10|11|17|24|27|29|30|31|33|36,0,0.64
